,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.44,0.33,0.7,0.6,0.65,0.57,1.0
glelite.csv,0.29,0.11,0.55,0.44,0.7,0.25,1.0
moving-pictures.csv,0.42,0.13,0.5,0.65,0.82,0.92,1.0
plearn.csv,0.45,0.06,0.09,0.54,0.9,0.2,0.97
re2c.csv,0.37,0.86,0.6,0.51,0.74,0.4,1.0
rebecca-aiml.csv,0.37,0.16,0.58,0.49,0.81,0.71,1.0
xfce.csv,0.43,0.04,0.54,0.46,0.79,0.28,0.98
