,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,1,2,2,1,mclient-mume.csv
51,3,1,3,6,5,jahshaka.csv
49,4,2,8,14,15,icescrum.csv
57,5,1,2,5,4,chaperon.csv
24,6,1,7,19,19,geotools.csv
19,7,1,1,13,12,piccolo2d.csv
28,8,1,7,11,10,madman.csv
17,9,2,2,5,5,ingex.csv
18,11,1,1,1,0,atunes.csv
52,12,1,1,2,1,emftriple.csv
58,14,1,2,2,2,empyrean.csv
50,15,2,8,14,18,bibedt.csv
21,16,1,5,12,12,openmeetings.csv
26,17,1,2,8,7,ildjit.csv
15,18,1,6,15,15,les-indemodables.csv
27,19,2,1,2,2,lmms.csv
14,20,3,5,7,9,fritzing.csv
29,21,1,2,5,4,voms.csv
59,22,1,2,11,11,rsyslog.csv
16,27,1,5,9,8,galaxium.csv
25,28,1,5,12,11,lamp.csv
20,29,2,8,11,12,algebsql.csv
39,30,4,9,15,17,itext.csv
34,31,2,4,4,4,botsnscouts.csv
13,33,1,7,12,11,quark.csv
12,34,1,4,9,9,upp-mirror.csv
5,35,1,2,4,3,vapor.csv
33,36,1,7,10,15,qcad2.csv
40,37,1,15,20,19,pixel-commandos.csv
32,38,3,5,6,9,mcmc-jags.csv
41,39,6,6,8,15,robocode.csv
54,40,1,2,7,6,k3d.csv
47,41,1,2,8,9,rhex.csv
22,42,3,3,3,4,aime.csv
31,43,1,15,19,18,zoolib.csv
30,44,1,12,20,19,etics.csv
23,45,1,4,5,5,ossbuild.csv
46,46,1,1,3,4,selenium.csv
55,47,1,5,10,9,fceugc.csv
48,48,1,7,12,11,jcae.csv
53,49,1,10,17,17,ktc.csv
8,51,1,4,7,8,crisscross.csv
42,52,2,7,16,15,qlc.csv
38,53,1,2,3,2,graphmak.csv
37,54,4,7,20,18,sarasvati.csv
43,55,1,3,8,8,oscarmcmaster.csv
7,56,9,6,9,16,co-ode-owl-plugins.csv
4,57,6,7,8,12,officefloor.csv
9,58,1,2,2,1,papertoolkit.csv
1,59,1,1,4,3,nassp.csv
11,60,2,4,7,11,flylinkdc.csv
0,61,1,2,5,4,mvnforum.csv
36,62,1,5,9,8,alembik.csv
44,63,2,1,1,1,silvertree.csv
45,64,1,1,1,0,jrdf.csv
35,65,4,8,8,10,umber.csv
2,66,1,6,14,15,tcvp.csv
10,67,1,6,15,13,adobe-source.csv
3,68,1,11,16,15,bionote.csv
6,69,2,4,6,6,re2c.csv
