,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.0,0.05,0.3,0.0,0.52,0.6,0.33,0.13,0.0,0.59,0.59,0.72,0.05,0.0,0.82,0.24,0.13
chaosrts.csv,0.42,0.21,0.22,0.69,0.6,0.0,0.83,0.54,0.12,0.55,0.59,0.65,0.57,0.79,0.33,0.65,0.56
cortex-vfx.csv,0.52,0.61,0.54,0.61,0.53,0.47,0.58,0.47,0.24,0.3,0.41,0.39,0.57,0.59,0.36,0.7,0.4
fm-classic.csv,0.33,0.28,0.28,0.09,0.4,0.05,0.29,0.98,0.12,0.04,0.04,0.04,0.53,0.15,0.36,0.35,0.06
fritzing.csv,0.0,0.69,0.74,0.62,0.44,0.54,0.81,0.41,0.24,0.71,0.49,0.43,0.37,0.38,0.64,0.61,0.49
jlinalg.csv,0.86,0.38,0.38,0.62,0.41,0.52,0.39,0.81,0.24,0.54,0.55,0.31,0.0,0.63,0.64,0.13,0.56
loki-lib.csv,0.59,0.66,0.5,0.55,0.57,0.69,0.4,0.17,0.53,0.66,0.43,0.67,0.56,0.58,0.24,0.62,0.38
metacosm.csv,0.55,0.61,0.42,0.49,0.52,0.32,0.42,0.7,0.4,0.6,0.29,0.2,0.59,0.43,0.55,0.72,0.62
multitude.csv,0.51,0.53,0.65,0.6,0.64,0.64,0.55,0.89,0.41,0.47,0.7,0.6,0.44,0.53,0.8,0.7,0.65
ng4j.csv,0.6,0.59,0.71,0.77,0.61,0.65,0.82,0.41,0.4,0.67,0.55,0.61,0.58,0.43,0.65,0.63,0.78
phonon-vlc-mplayer.csv,0.47,0.65,0.54,0.72,0.6,0.66,0.79,0.36,0.12,0.71,0.51,0.58,0.64,0.68,0.55,0.67,0.75
playerstage.csv,0.56,0.66,0.76,0.75,0.57,0.63,0.79,0.36,0.12,0.65,0.47,0.56,0.58,0.54,0.57,0.51,0.79
qgis.csv,0.0,0.6,0.66,0.65,0.64,0.0,0.81,0.57,0.24,0.35,0.51,0.49,0.61,0.41,0.7,0.6,0.48
rsyslog.csv,0.0,0.09,0.65,0.42,0.63,0.77,0.68,0.24,0.33,0.59,0.63,0.61,0.61,0.37,0.27,0.52,0.39
rtrt-on-gpu.csv,0.24,0.46,0.32,0.45,0.31,0.52,0.18,0.36,0.64,0.35,0.35,0.28,0.46,0.36,0.31,0.46,0.41
superwaba.csv,0.52,0.7,0.69,0.67,0.66,0.57,0.65,0.17,0.12,0.68,0.57,0.67,0.33,0.6,0.43,0.67,0.69
unflobtactical.csv,0.26,0.17,0.6,0.74,0.62,0.58,0.77,0.32,0.33,0.73,0.61,0.56,0.59,0.67,0.66,0.56,0.66
