,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,1.0,1.0,1.0,0.92,0.92,0.97,1.0,0.8,0.97,0.85,0.79,1.0,0.99,0.8,1.0,1.0
chaosrts.csv,0.38,0.18,0.19,0.72,0.7,1.0,0.96,0.67,0.1,0.57,0.68,0.66,0.58,0.78,0.3,0.67,0.55
cortex-vfx.csv,0.48,0.58,0.51,0.6,0.49,0.42,0.54,1.0,0.2,0.26,0.37,0.34,0.53,0.59,0.31,0.7,0.35
fm-classic.csv,0.28,0.24,0.24,0.07,0.35,0.04,0.25,1.0,0.1,0.03,0.03,0.03,0.49,0.12,0.32,0.3,0.05
fritzing.csv,0.8,0.72,0.76,0.6,0.39,0.5,0.81,0.67,0.2,0.71,0.45,0.38,0.32,0.34,0.59,0.59,0.45
jlinalg.csv,0.84,0.34,0.83,0.79,0.81,0.65,0.78,1.0,1.0,0.63,0.75,0.79,1.0,0.64,0.72,0.93,0.7
loki-lib.csv,0.56,0.64,0.46,0.71,0.57,0.69,0.38,1.0,0.5,0.74,0.4,0.66,0.53,0.55,0.2,0.67,0.35
metacosm.csv,0.52,0.6,0.38,0.45,0.5,0.27,0.38,1.0,0.4,0.6,0.25,0.17,0.6,0.4,0.54,0.7,0.6
multitude.csv,0.78,0.5,0.89,0.83,0.76,0.65,0.88,1.0,0.4,1.0,0.69,0.83,0.96,0.53,0.9,0.81,0.85
ng4j.csv,0.58,0.56,0.86,0.79,0.61,0.65,0.86,1.0,0.4,0.66,0.52,0.59,0.82,0.38,0.61,0.89,0.8
phonon-vlc-mplayer.csv,0.42,0.8,0.51,0.74,0.62,0.77,0.78,0.33,0.1,0.71,0.48,0.55,0.65,0.71,0.49,0.78,0.8
playerstage.csv,0.52,0.68,0.85,0.74,0.54,0.65,0.78,0.33,0.1,0.63,0.43,0.52,0.87,0.51,0.52,0.89,0.85
qgis.csv,0.8,0.8,0.92,0.74,0.62,0.0,0.86,1.0,0.2,0.31,0.49,0.45,0.78,0.37,0.69,0.56,0.45
rsyslog.csv,0.92,1.0,0.69,0.86,0.61,0.77,0.72,1.0,0.3,0.69,0.77,0.62,0.91,0.94,0.23,0.52,0.35
rtrt-on-gpu.csv,0.2,0.64,0.28,0.48,0.27,0.54,0.16,0.33,0.6,0.34,0.32,0.24,0.55,0.35,0.28,0.48,0.4
superwaba.csv,0.48,0.68,0.76,0.66,0.69,0.54,0.74,1.0,0.1,0.77,0.57,0.66,0.99,0.62,0.38,0.74,0.8
unflobtactical.csv,0.84,0.94,0.88,0.83,0.64,0.54,0.77,0.33,0.3,0.74,0.63,0.52,0.6,0.85,0.79,0.78,0.9
