,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.88,0.52,0.67,0.58,0.66,0.71,0.44,0.08,0.24,0.76,0.67,0.63,0.36,0.93,0.88,0.65,0.41
chaosrts.csv,0.53,0.26,0.27,0.62,0.6,0.68,0.59,0.08,0.07,0.59,0.61,0.58,0.36,0.87,0.42,0.62,0.42
cortex-vfx.csv,0.62,0.57,0.56,0.58,0.57,0.56,0.53,0.09,0.29,0.37,0.46,0.44,0.46,0.72,0.47,0.68,0.4
fm-classic.csv,0.43,0.35,0.35,0.13,0.45,0.07,0.35,0.5,0.18,0.06,0.06,0.06,0.44,0.21,0.47,0.42,0.08
fritzing.csv,0.77,0.59,0.73,0.6,0.51,0.58,0.7,0.06,0.29,0.74,0.54,0.49,0.34,0.49,0.74,0.63,0.44
jlinalg.csv,0.9,0.34,0.6,0.58,0.6,0.57,0.38,0.14,0.31,0.59,0.62,0.49,0.36,0.75,0.77,0.61,0.37
loki-lib.csv,0.69,0.6,0.53,0.52,0.57,0.71,0.28,0.08,0.36,0.69,0.46,0.63,0.4,0.7,0.32,0.59,0.26
metacosm.csv,0.65,0.53,0.46,0.51,0.52,0.41,0.39,0.12,0.19,0.64,0.37,0.26,0.37,0.55,0.65,0.73,0.5
multitude.csv,0.78,0.48,0.68,0.58,0.63,0.65,0.44,0.19,0.2,0.76,0.72,0.56,0.38,0.67,0.89,0.67,0.45
ng4j.csv,0.7,0.56,0.69,0.71,0.6,0.67,0.64,0.09,0.19,0.71,0.59,0.57,0.37,0.54,0.74,0.66,0.62
phonon-vlc-mplayer.csv,0.58,0.54,0.58,0.67,0.59,0.67,0.71,0.07,0.15,0.75,0.55,0.56,0.42,0.8,0.66,0.64,0.54
playerstage.csv,0.67,0.55,0.72,0.72,0.59,0.64,0.68,0.06,0.13,0.69,0.52,0.57,0.38,0.66,0.68,0.63,0.57
qgis.csv,0.77,0.52,0.69,0.58,0.66,0.0,0.62,0.1,0.19,0.43,0.53,0.48,0.37,0.53,0.78,0.65,0.38
rsyslog.csv,0.84,0.53,0.63,0.56,0.63,0.77,0.49,0.09,0.16,0.64,0.65,0.55,0.4,0.91,0.36,0.5,0.33
rtrt-on-gpu.csv,0.33,0.42,0.34,0.41,0.35,0.53,0.12,0.06,0.57,0.38,0.38,0.29,0.26,0.49,0.4,0.44,0.27
superwaba.csv,0.62,0.65,0.67,0.64,0.65,0.61,0.45,0.08,0.11,0.71,0.59,0.62,0.37,0.74,0.53,0.63,0.46
unflobtactical.csv,0.8,0.51,0.66,0.66,0.61,0.62,0.66,0.04,0.17,0.75,0.62,0.58,0.37,0.88,0.81,0.59,0.46
