,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.78,0.35,0.5,0.41,0.52,0.57,0.28,0.04,0.14,0.63,0.56,0.52,0.22,0.88,0.97,0.48,0.26
chaosrts.csv,0.86,0.5,0.47,0.55,0.52,0.52,0.43,0.04,0.06,0.61,0.55,0.51,0.26,0.97,0.7,0.58,0.33
cortex-vfx.csv,0.89,0.56,0.62,0.56,0.68,0.85,0.53,0.05,0.5,0.69,0.6,0.62,0.4,0.91,1.0,0.66,0.47
fm-classic.csv,0.93,0.67,0.65,1.0,0.66,1.0,0.61,0.33,1.0,1.0,1.0,0.2,0.4,0.94,0.85,0.73,0.2
fritzing.csv,0.74,0.5,0.7,0.59,0.73,0.68,0.62,0.03,0.5,0.76,0.69,0.69,0.36,0.89,1.0,0.67,0.43
jlinalg.csv,0.98,0.35,0.47,0.45,0.47,0.5,0.25,0.08,0.18,0.56,0.53,0.35,0.22,0.92,0.82,0.45,0.25
loki-lib.csv,0.9,0.56,0.63,0.41,0.56,0.72,0.22,0.04,0.28,0.65,0.55,0.61,0.33,0.94,0.88,0.53,0.21
metacosm.csv,0.87,0.48,0.6,0.59,0.55,0.88,0.41,0.06,0.12,0.68,0.73,0.56,0.27,0.88,0.83,0.76,0.43
multitude.csv,0.78,0.45,0.55,0.45,0.54,0.65,0.29,0.1,0.13,0.61,0.75,0.42,0.24,0.89,0.88,0.56,0.3
ng4j.csv,0.88,0.56,0.58,0.64,0.59,0.68,0.51,0.05,0.12,0.77,0.68,0.55,0.24,0.95,0.93,0.52,0.5
phonon-vlc-mplayer.csv,0.91,0.41,0.66,0.61,0.57,0.59,0.64,0.04,0.33,0.78,0.65,0.57,0.31,0.92,1.0,0.54,0.41
playerstage.csv,0.93,0.47,0.63,0.69,0.65,0.63,0.61,0.03,0.2,0.76,0.67,0.62,0.24,0.93,0.97,0.49,0.42
qgis.csv,0.74,0.38,0.55,0.48,0.7,0.0,0.48,0.05,0.18,0.69,0.57,0.52,0.24,0.91,0.91,0.79,0.32
rsyslog.csv,0.77,0.36,0.58,0.41,0.66,0.77,0.37,0.04,0.11,0.6,0.57,0.49,0.25,0.88,0.84,0.48,0.3
rtrt-on-gpu.csv,1.0,0.31,0.43,0.35,0.48,0.52,0.09,0.03,0.55,0.43,0.45,0.37,0.17,0.82,0.69,0.41,0.21
superwaba.csv,0.89,0.62,0.59,0.62,0.61,0.7,0.33,0.04,0.11,0.66,0.61,0.59,0.23,0.91,0.9,0.56,0.33
unflobtactical.csv,0.76,0.35,0.52,0.55,0.59,0.74,0.58,0.02,0.12,0.76,0.6,0.65,0.27,0.91,0.82,0.48,0.31
