,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,2,2,1,mclient-mume.csv
51,3,1,4,6,5,jahshaka.csv
49,4,3,4,12,19,icescrum.csv
57,5,1,2,5,5,nunit.csv
24,6,1,7,11,10,azureus.csv
19,7,1,9,19,18,sblim.csv
29,8,2,5,7,10,synecdoche.csv
27,10,1,1,1,0,atunes.csv
18,11,3,1,3,3,columba.csv
56,13,2,1,2,2,empyrean.csv
58,14,2,9,17,18,bibedt.csv
50,15,4,9,13,15,tradelink.csv
21,16,2,4,6,9,cortex-vfx.csv
26,17,1,2,2,2,mbse.csv
16,18,1,1,2,2,lmms.csv
28,19,1,7,10,9,oscarmcmaster.csv
15,20,1,2,7,5,foursquared.csv
30,21,4,7,12,15,alsa.csv
59,22,3,2,5,5,uwom.csv
17,27,3,2,4,6,encog-java.csv
25,28,1,5,13,12,retromenu.csv
20,29,9,4,5,14,opentibia.csv
39,30,2,14,18,17,botsnscouts.csv
6,32,1,6,10,9,gbif-providertoolkit.csv
14,33,2,4,8,9,m-a-d-n-e-s-s.csv
13,34,1,2,4,3,vapor.csv
7,35,1,11,18,19,customwars.csv
34,36,3,9,10,16,emeraldemu.csv
40,37,1,7,11,10,nebuladevice.csv
33,38,1,9,16,15,guineu.csv
41,39,3,2,3,6,rtb-team.csv
53,40,1,5,9,8,jcae.csv
47,41,1,3,4,4,badtrinitycore.csv
22,42,3,3,2,5,qse.csv
32,43,2,4,5,7,ogrehg.csv
31,44,1,3,4,5,ossbuild.csv
23,45,1,3,5,4,tolven.csv
46,46,1,7,11,10,jstock.csv
54,47,2,6,15,17,ktc.csv
48,48,1,7,12,11,hydrogen.csv
52,49,2,10,13,14,mptvseries.csv
3,50,1,7,13,12,xbplayer.csv
42,52,2,3,6,6,crisscross.csv
38,53,3,7,13,15,mia.csv
37,54,1,2,2,2,pdfedit.csv
43,55,1,3,12,9,jaxen.csv
9,56,1,1,6,7,vxl.csv
5,57,4,8,13,16,arm-webradio.csv
10,58,1,5,13,12,roolo.csv
1,59,2,7,18,18,liferea.csv
12,60,1,3,5,4,maidsafe-dht.csv
0,61,1,5,14,16,ipfire-wall.csv
36,62,1,2,5,5,migen.csv
44,63,2,8,14,15,gwanted.csv
45,64,1,3,6,5,mumble.csv
35,65,1,5,13,12,utgb.csv
2,66,2,1,1,1,freewrl.csv
11,67,3,9,10,15,jitterbit.csv
4,68,1,6,9,8,gtad.csv
8,69,1,1,2,1,thrust.csv
