,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.22,0.52,0.34,0.83,0.41,0.4,0.58,0.16,0.82,0.25,0.83,0.55,0.59,0.09
elateportal.csv,0.09,0.48,0.38,0.77,0.52,0.25,0.56,0.22,0.47,0.22,0.3,0.57,0.48,0.99
gdis.csv,0.51,0.44,0.38,0.7,0.43,0.42,0.55,0.24,0.63,0.27,0.89,0.46,0.6,0.16
gzigzag.csv,0.16,0.5,0.4,0.41,0.5,0.44,0.28,0.24,0.58,0.25,0.44,0.45,0.64,0.66
icescrum.csv,0.61,0.56,0.38,0.49,0.47,0.46,0.24,0.06,0.4,0.29,0.67,0.3,0.67,0.09
jguard.csv,0.21,0.38,0.32,0.58,0.64,0.36,0.64,0.21,0.78,0.15,0.79,0.54,0.44,0.93
jitterbit.csv,0.24,0.6,0.46,0.76,0.44,0.53,0.67,0.25,0.85,0.29,0.76,0.18,0.49,0.39
jython.csv,0.59,0.45,0.31,0.81,0.35,0.38,0.4,0.16,0.43,0.26,0.19,0.51,0.31,0.09
personalaccess.csv,0.55,0.25,0.41,0.06,0.4,0.33,0.52,0.0,0.86,0.22,0.43,0.17,0.54,0.13
ppcboot.csv,0.55,0.43,0.37,0.71,0.52,0.41,0.65,0.22,0.86,0.25,0.86,0.59,0.53,0.88
repositorium.csv,0.17,0.23,0.15,0.0,0.31,0.2,0.13,0.42,0.05,0.0,0.46,0.4,0.19,0.09
unbvision.csv,0.21,0.5,0.38,0.45,0.44,0.61,0.54,0.21,0.65,0.26,0.87,0.3,0.59,0.27
wxstudio.csv,0.06,0.18,0.27,0.33,0.42,0.12,0.47,0.25,0.58,0.0,0.63,0.72,0.26,0.92
xbg.csv,0.38,0.2,0.2,0.17,0.28,0.31,0.64,0.14,0.12,0.47,0.28,0.2,0.25,0.09
