,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.7,0.42,0.63,0.47
ngl.csv,0.51,0.76,0.48,0.55
qmmp.csv,0.61,0.56,0.51,0.39
quarkplusplus.csv,0.46,0.73,0.6,0.58
