,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.46,0.73,0.61,0.69
ngl.csv,0.58,0.55,0.69,0.61
qmmp.csv,0.5,0.63,0.69,0.78
quarkplusplus.csv,0.62,0.58,0.62,0.6
