,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.97,0.87,0.95,0.64,0.92,0.72,0.63,0.46,0.78,0.89,0.89,0.94,0.65,0.96,1.0,0.82,0.8
blogentis.csv,0.62,0.87,0.74,0.72,0.61,0.75,0.74,0.99,0.72,0.42,0.67,0.55,0.47,0.51,0.59,0.55,0.39
bochs.csv,0.99,0.42,0.52,0.62,0.61,0.52,0.52,0.45,0.68,0.71,0.42,0.56,0.52,0.75,0.85,0.58,0.84
galaxium.csv,0.67,0.33,0.5,0.54,0.5,0.61,0.55,0.82,0.95,0.5,0.0,0.67,0.39,0.64,0.97,0.67,0.58
gisgraphy.csv,0.94,0.47,0.58,0.67,0.59,0.49,0.54,0.37,0.97,0.8,0.46,0.59,0.85,0.8,0.95,0.57,0.73
haphazard.csv,0.89,0.48,0.94,0.97,0.93,0.96,0.88,0.97,0.9,0.92,0.61,0.93,0.89,0.94,0.97,0.71,0.86
ipfire-wall.csv,0.5,0.51,0.72,0.86,0.82,0.91,0.52,0.83,0.71,0.48,0.56,0.65,0.53,0.88,0.62,0.56,0.47
jmri.csv,0.47,0.32,0.48,0.59,0.64,0.67,0.61,0.39,0.73,0.49,0.37,0.64,0.61,0.45,0.68,0.47,0.58
jvcl.csv,0.0,0.94,0.75,0.98,0.75,0.88,0.91,0.95,0.75,0.83,0.5,0.75,0.5,0.0,0.5,0.0,0.83
kaffeine.csv,0.51,0.31,0.45,0.47,0.39,0.52,0.48,0.71,0.57,0.38,0.44,0.4,0.37,0.37,0.54,0.39,0.3
m-a-d-n-e-s-s.csv,0.71,0.54,0.85,0.98,0.88,0.91,0.78,0.97,0.7,0.91,0.67,0.67,0.88,0.91,0.79,0.8,0.91
magicwars.csv,0.51,0.31,0.45,0.42,0.41,0.44,0.47,0.72,0.56,0.35,0.36,0.4,0.31,0.36,0.31,0.39,0.32
nh3d.csv,0.75,0.58,0.64,0.72,0.86,0.65,0.68,0.85,0.96,0.8,0.52,0.8,0.55,0.94,0.98,0.64,0.93
opentibia.csv,0.51,0.43,0.43,0.62,0.4,0.6,0.48,0.99,0.56,0.39,0.39,0.42,0.48,0.52,0.34,0.38,0.43
sarasvati.csv,0.0,0.93,0.93,0.96,0.75,0.91,0.0,0.95,0.5,0.8,0.5,0.92,0.0,0.67,0.8,0.0,0.5
smartgwt.csv,0.47,0.31,0.78,0.54,0.59,0.69,0.58,0.75,0.6,0.4,0.52,0.52,0.31,0.43,0.59,0.5,0.47
tweetsharp.csv,0.56,0.68,0.56,0.52,0.5,0.64,0.64,0.38,0.67,0.61,0.43,0.49,0.9,0.77,0.86,0.49,0.47
