,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.55,0.29,0.23,0.59,0.19,0.38,0.41,0.48,0.53,0.35,0.13,0.19,0.96,0.33,0.23,0.49,0.58
blogentis.csv,0.47,0.29,0.34,0.3,0.28,0.4,0.97,0.38,0.36,0.33,0.36,0.43,0.59,0.56,0.65,0.49,0.54
bochs.csv,0.54,0.57,0.69,0.48,0.42,0.57,0.49,0.52,0.94,0.26,0.63,0.59,0.58,0.45,0.33,0.55,0.45
galaxium.csv,0.29,0.52,0.02,0.55,0.05,0.62,0.47,0.4,0.17,0.37,0.0,0.1,0.44,0.95,0.37,0.09,0.38
gisgraphy.csv,0.29,0.67,0.6,0.56,0.4,0.6,0.46,0.13,0.18,0.0,0.38,0.53,0.28,0.27,0.3,0.51,1.0
haphazard.csv,0.0,0.52,0.19,0.12,0.21,0.0,0.15,0.15,0.27,1.0,0.42,0.19,0.17,0.07,0.25,0.42,0.32
ipfire-wall.csv,0.63,0.34,0.31,0.24,0.24,0.32,0.36,0.29,0.4,0.17,1.0,0.44,0.51,0.3,0.28,0.37,0.51
jmri.csv,0.0,0.21,0.4,0.97,0.34,0.61,0.57,0.25,0.3,0.69,0.51,0.41,0.36,0.57,0.72,0.36,0.47
jvcl.csv,0.0,1.0,0.05,0.1,0.1,0.0,0.05,0.07,0.04,0.1,0.13,0.1,0.06,0.0,0.01,0.02,0.06
kaffeine.csv,0.0,0.32,0.0,0.48,0.97,0.63,0.58,0.66,0.43,0.41,0.31,0.27,0.56,0.58,0.53,0.5,0.4
m-a-d-n-e-s-s.csv,0.74,0.58,0.16,0.16,0.19,0.21,0.37,0.18,0.37,0.27,0.13,0.97,0.17,0.11,0.45,0.12,0.27
magicwars.csv,0.0,0.36,0.3,0.39,0.0,0.6,0.52,0.87,0.0,0.3,0.0,0.13,0.27,0.27,0.85,0.0,0.52
nh3d.csv,1.0,0.42,0.28,0.34,0.17,0.59,0.43,0.34,0.29,0.1,0.47,0.45,0.69,0.36,0.37,0.36,0.37
opentibia.csv,0.0,0.55,1.0,0.32,0.68,0.39,0.58,0.41,0.27,0.62,0.29,0.55,0.65,0.55,0.75,0.27,0.37
sarasvati.csv,0.0,0.07,0.19,0.11,0.1,1.0,0.0,0.13,0.01,0.1,0.07,0.14,0.0,0.11,0.05,0.0,0.0
smartgwt.csv,0.29,0.34,0.34,0.52,0.44,0.55,0.58,0.45,0.63,0.59,0.61,0.63,0.46,0.63,0.94,0.55,0.51
tweetsharp.csv,0.29,0.42,0.57,0.51,0.61,0.46,0.4,0.26,0.66,0.33,0.59,0.68,0.38,0.41,0.52,0.95,0.55
