,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,29.0,9.0,0.0,18.0,0.0,20.0,15.0,3.0,0.0,3.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0
blogentis.csv,0.0,13.0,5.0,12.0,0.0,26.0,0.0,1.0,0.0,0.0,4.0,14.0,2.0,3.0,5.0,0.0,1.0
bochs.csv,0.0,8.0,0.0,16.0,0.0,44.0,0.0,2.0,0.0,2.0,5.0,2.0,1.0,1.0,26.0,0.0,2.0
galaxium.csv,74.0,5.0,0.0,18.0,0.0,22.0,13.0,1.0,0.0,0.0,54.0,1.0,1.0,0.0,1.0,0.0,2.0
gisgraphy.csv,0.0,10.0,0.0,18.0,0.0,20.0,10.0,3.0,1.0,64.0,6.0,10.0,1.0,1.0,8.0,0.0,0.0
haphazard.csv,355.0,16.0,0.0,10.0,0.0,169.0,3.0,0.0,0.0,0.0,8.0,7.0,1.0,2.0,11.0,0.0,0.0
ipfire-wall.csv,0.0,3.0,0.0,10.0,1.0,1.0,9.0,2.0,1.0,13.0,0.0,5.0,1.0,6.0,2.0,1.0,0.0
jmri.csv,355.0,9.0,1.0,0.0,0.0,21.0,2.0,2.0,0.0,0.0,4.0,3.0,1.0,6.0,1.0,0.0,1.0
jvcl.csv,355.0,0.0,0.0,16.0,0.0,169.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,121.0,1.0,0.0,4.0
kaffeine.csv,0.0,5.0,0.0,18.0,0.0,15.0,14.0,0.0,0.0,1.0,8.0,4.0,1.0,1.0,103.0,0.0,3.0
m-a-d-n-e-s-s.csv,0.0,12.0,1.0,3.0,0.0,8.0,6.0,2.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0
magicwars.csv,0.0,7.0,0.0,17.0,0.0,15.0,12.0,0.0,0.0,3.0,8.0,4.0,1.0,7.0,2.0,0.0,1.0
nh3d.csv,0.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,2.0,17.0,0.0,0.0
opentibia.csv,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,11.0,12.0,0.0,3.0
sarasvati.csv,355.0,11.0,0.0,0.0,0.0,0.0,92.0,3.0,1.0,0.0,0.0,9.0,50.0,0.0,1.0,56.0,69.0
smartgwt.csv,6.0,12.0,0.0,17.0,1.0,9.0,12.0,7.0,0.0,0.0,7.0,12.0,0.0,14.0,0.0,0.0,7.0
tweetsharp.csv,85.0,0.0,0.0,18.0,0.0,9.0,9.0,2.0,0.0,2.0,5.0,2.0,0.0,3.0,2.0,0.0,1.0
