,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.11,0.17,0.33,0.57,0.26,0.08,0.26,0.4,0.55,0.25,0.15,0.19,0.98,0.33,0.13,0.59,0.51
blogentis.csv,0.02,0.17,0.57,0.3,0.64,0.12,0.98,0.45,0.33,0.18,0.29,0.31,0.53,0.4,0.67,0.59,0.41
bochs.csv,0.06,0.18,0.81,0.48,0.54,0.12,0.4,0.41,0.93,0.18,0.52,0.54,0.55,0.44,0.2,0.65,0.44
galaxium.csv,0.02,0.17,0.05,0.55,0.08,0.14,0.31,0.4,0.22,0.19,0.0,0.14,0.41,0.97,0.46,0.13,0.29
gisgraphy.csv,0.09,0.23,0.71,0.54,0.52,0.14,0.31,0.43,0.22,0.0,0.32,0.41,0.29,0.25,0.2,0.61,1.0
haphazard.csv,0.0,0.2,0.26,0.16,0.29,0.0,0.19,0.19,0.34,1.0,0.34,0.21,0.2,0.08,0.31,0.51,0.41
ipfire-wall.csv,0.03,0.11,0.45,0.28,0.33,0.27,0.24,0.28,0.43,0.09,1.0,0.39,0.5,0.31,0.31,0.47,0.41
jmri.csv,0.0,0.18,0.52,0.97,0.44,0.15,0.46,0.38,0.33,0.4,0.5,0.3,0.36,0.43,0.52,0.66,0.38
jvcl.csv,0.0,1.0,0.07,0.13,0.15,0.0,0.06,0.11,0.07,0.11,0.2,0.14,0.09,0.0,0.02,0.05,0.07
kaffeine.csv,0.02,0.18,0.93,0.53,0.98,0.14,0.41,0.68,0.63,0.23,0.33,0.46,0.54,0.45,0.35,0.77,0.38
m-a-d-n-e-s-s.csv,0.06,0.26,0.23,0.21,0.28,0.18,0.31,0.26,0.39,0.25,0.19,0.98,0.21,0.13,0.38,0.17,0.3
magicwars.csv,0.02,0.2,0.94,0.61,0.89,0.15,0.36,0.91,0.59,0.33,0.49,0.46,0.6,0.46,0.62,0.85,0.46
nh3d.csv,1.0,0.18,0.38,0.41,0.25,0.27,0.39,0.38,0.38,0.11,0.41,0.5,0.68,0.43,0.38,0.46,0.39
opentibia.csv,0.02,0.18,1.0,0.33,0.87,0.11,0.42,0.5,0.61,0.35,0.45,0.49,0.58,0.42,0.53,0.81,0.27
sarasvati.csv,0.0,0.07,0.27,0.16,0.15,1.0,0.0,0.19,0.02,0.11,0.1,0.16,0.0,0.16,0.08,0.0,0.0
smartgwt.csv,0.02,0.18,0.47,0.5,0.63,0.14,0.39,0.48,0.58,0.33,0.51,0.47,0.46,0.46,0.96,0.66,0.41
tweetsharp.csv,0.02,0.21,0.69,0.55,0.73,0.11,0.26,0.44,0.6,0.17,0.5,0.5,0.45,0.4,0.32,0.96,0.42
