,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.8,0.04,0.77,0.0,1.0
mediaportal.csv,0.5,0.7,0.18,0.57,0.53
poormans.csv,0.43,0.26,0.16,0.94,0.65
smartgwt.csv,0.54,0.75,0.74,0.52,0.71
sqlpower-library.csv,0.67,0.36,0.77,0.98,1.0
