,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.76,0.38,0.89,0.5,0.43,0.25,0.46,0.55,0.27,0.31,0.35,0.97,0.0,0.35,0.49
emulemorph.csv,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.11
fceugc.csv,0.27,0.18,0.33,0.17,0.95,0.3,0.08,0.18,0.09,0.4,0.29,0.19,0.33,0.31,0.3
gnukeda.csv,0.71,1.0,0.85,0.33,0.71,0.46,0.77,0.63,0.36,0.62,0.74,0.87,0.67,0.69,0.7
gusanos.csv,0.72,0.54,1.0,0.17,0.67,0.55,0.69,1.0,0.55,0.55,0.52,0.69,0.67,0.65,0.74
micomt.csv,0.17,0.23,0.0,0.33,0.05,0.09,0.92,0.12,0.0,0.25,0.2,0.22,0.0,0.12,0.43
modplug.csv,0.88,0.67,0.85,0.83,0.76,0.6,0.69,0.82,1.0,0.98,0.77,0.82,1.0,0.73,0.43
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.71,0.49,0.89,0.33,0.62,0.42,0.62,0.7,0.45,0.73,0.98,0.69,0.67,0.58,0.64
oscarmcmaster.csv,0.26,0.1,0.22,0.0,0.0,0.09,0.08,0.15,0.0,0.15,0.18,0.07,0.0,0.0,0.85
pidgin.csv,0.98,0.46,0.89,1.0,0.57,0.41,0.92,0.61,0.45,0.82,0.62,0.7,1.0,0.62,0.7
repositorium.csv,0.51,0.28,0.81,0.17,0.24,0.32,0.15,0.36,0.82,0.4,0.38,0.52,0.67,0.31,0.87
unimrcp.csv,0.25,0.21,0.96,0.5,0.38,0.07,0.08,0.3,0.27,0.27,0.15,0.13,0.33,0.31,0.34
xapian.csv,0.42,0.64,0.22,0.83,0.62,0.47,0.85,0.31,0.45,0.67,0.47,0.46,0.67,1.0,0.38
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
