,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.44,0.55,0.77,0.45,0.67,0.88,0.88,0.41,0.47,0.36,0.74,0.67,0.83,0.5,0.68,0.55,0.8,0.88
exl.csv,0.7,0.48,0.4,0.38,0.44,0.42,0.62,0.44,0.59,0.31,0.55,0.76,0.42,0.4,0.4,0.46,0.44,0.49
ildjit.csv,0.99,0.95,0.67,0.97,0.72,0.55,0.67,0.84,0.91,0.0,0.79,0.95,0.62,0.9,0.55,0.94,0.91,0.86
konversation.csv,0.5,0.55,0.55,0.98,0.5,0.74,0.47,0.7,0.95,0.95,0.85,0.7,0.46,0.65,0.53,0.82,0.65,0.6
ltp.csv,0.48,0.5,0.44,0.83,0.67,0.88,0.44,0.71,0.41,0.63,0.65,0.98,0.47,0.95,0.55,0.57,0.76,0.57
mcmc-jags.csv,0.52,0.47,0.37,0.47,0.43,0.71,0.45,0.42,0.44,0.83,0.62,0.48,0.4,0.79,0.39,0.52,0.44,0.41
micomt.csv,0.49,0.47,0.38,0.86,0.43,0.67,0.4,0.53,0.4,0.92,0.61,0.68,0.38,0.83,0.45,0.51,0.45,0.44
migen.csv,0.39,0.54,0.43,0.43,0.44,0.83,0.8,0.59,0.55,0.93,0.87,0.48,0.52,0.49,0.64,0.84,0.42,0.49
moviesandbox.csv,0.96,0.53,0.41,0.97,0.76,0.75,0.77,0.96,0.56,0.67,0.82,0.8,0.43,0.94,0.92,0.8,0.48,0.63
nebuladevice.csv,0.0,0.62,0.88,0.0,0.66,0.54,0.57,0.83,0.96,0.44,0.56,0.95,0.59,0.5,0.5,0.54,0.8,0.59
opengs.csv,0.97,0.53,0.38,0.47,0.44,0.53,0.52,0.44,0.54,0.52,0.57,0.67,0.45,0.67,0.44,0.5,0.43,0.57
openxava.csv,0.48,0.52,0.47,0.42,0.37,0.43,0.52,0.47,0.44,0.3,0.55,0.42,0.48,0.45,0.41,0.5,0.42,0.4
passwordsafe.csv,0.37,0.57,0.39,0.43,0.47,0.83,0.54,0.48,0.56,0.92,0.76,0.41,0.4,0.7,0.38,0.62,0.46,0.46
phonon-vlc-mplayer.csv,0.43,0.51,0.42,0.52,0.38,0.67,0.61,0.53,0.43,0.75,0.87,0.45,0.4,0.91,0.9,0.7,0.42,0.45
sepgsql.csv,0.54,0.52,0.38,0.54,0.4,0.89,0.88,0.46,0.39,0.93,0.84,0.39,0.41,0.58,0.83,0.66,0.44,0.39
tcl.csv,0.45,0.79,0.52,0.0,0.61,0.44,0.5,0.56,0.45,0.45,0.64,0.56,0.68,0.0,0.38,0.55,0.67,0.48
unflobtactical.csv,0.99,0.44,0.37,0.96,0.43,0.71,0.48,0.53,0.37,0.75,0.65,0.53,0.36,0.79,0.61,0.5,0.43,0.43
