,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.7,0.06,0.54,0.05,0.43,0.12,0.0,0.25,0.4,0.51,0.17,0.67,0.5,0.08,0.28,0.36,0.9,0.18
exl.csv,0.52,0.19,0.56,0.06,0.49,0.24,0.04,0.22,0.47,0.52,0.12,0.35,0.54,0.09,0.21,0.41,0.91,0.03
ildjit.csv,0.59,0.05,0.67,0.0,0.28,0.29,0.0,0.5,0.13,0.0,0.29,0.26,0.41,0.2,0.29,0.5,0.73,0.0
konversation.csv,0.79,0.36,0.82,0.08,0.58,0.43,0.03,0.08,0.32,0.37,0.54,0.12,0.71,0.32,0.18,0.49,0.85,0.05
ltp.csv,0.8,0.08,0.65,0.03,0.45,0.29,0.0,0.11,0.39,0.51,0.37,0.03,0.6,0.29,0.12,0.34,0.62,0.03
mcmc-jags.csv,0.71,0.19,0.61,0.05,0.53,0.71,0.03,0.26,0.54,0.56,0.47,0.11,0.67,0.38,0.16,0.51,0.84,0.02
micomt.csv,0.79,0.15,0.62,0.06,0.45,0.57,0.02,0.14,0.46,0.62,0.42,0.07,0.69,0.54,0.16,0.45,0.78,0.03
migen.csv,0.75,0.22,0.8,0.05,0.65,0.33,0.1,0.15,0.43,0.47,0.63,0.11,0.74,0.27,0.28,0.57,0.85,0.06
moviesandbox.csv,0.71,0.22,0.69,0.16,0.57,1.0,0.08,0.08,0.51,0.33,0.6,0.06,0.74,0.5,0.08,0.65,0.81,0.03
nebuladevice.csv,0.0,0.13,0.25,0.0,0.29,0.22,0.04,0.13,0.13,0.48,0.1,0.03,0.55,0.11,0.31,0.32,0.6,0.01
opengs.csv,0.59,0.26,0.64,0.05,0.47,0.6,0.05,0.21,0.61,0.52,0.37,0.07,0.77,0.33,0.19,0.54,0.94,0.04
openxava.csv,0.6,0.27,0.63,0.07,0.39,0.27,0.05,0.18,0.51,0.52,0.05,0.18,0.57,0.1,0.25,0.5,1.0,0.04
passwordsafe.csv,0.69,0.23,0.65,0.05,0.6,0.67,0.04,0.16,0.59,0.69,0.57,0.11,0.77,0.37,0.17,0.63,0.8,0.04
phonon-vlc-mplayer.csv,0.78,0.23,0.75,0.06,0.54,1.0,0.06,0.1,0.58,0.5,0.68,0.09,0.77,0.55,0.2,0.68,0.84,0.05
sepgsql.csv,0.75,0.27,0.67,0.11,0.6,0.44,0.12,0.18,0.48,0.71,0.67,0.12,0.83,0.25,0.33,0.68,0.88,0.04
tcl.csv,0.71,0.02,0.45,0.0,0.3,0.22,0.0,0.3,0.41,0.67,0.13,0.06,0.41,0.0,0.17,0.27,0.7,0.02
unflobtactical.csv,0.76,0.18,0.64,0.29,0.51,0.57,0.04,0.22,0.44,0.69,0.53,0.06,0.76,0.47,0.21,0.58,0.8,0.03
