,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,2.0,9.0,1.0,35.0,0.0,4.0,52.0,10.0,1.0,0.0,12.0,0.0,0.0,28.0,5.0,0.0,1.0,3.0
exl.csv,0.0,19.0,2.0,11.0,2.0,16.0,25.0,3.0,7.0,0.0,1.0,3.0,4.0,29.0,2.0,2.0,0.0,53.0
ildjit.csv,1.0,10.0,0.0,584.0,1.0,0.0,52.0,6.0,17.0,78.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,111.0
konversation.csv,0.0,4.0,0.0,7.0,1.0,0.0,31.0,3.0,1.0,0.0,4.0,64.0,0.0,2.0,0.0,0.0,0.0,19.0
ltp.csv,1.0,21.0,0.0,48.0,2.0,0.0,52.0,10.0,2.0,0.0,26.0,57.0,0.0,6.0,4.0,0.0,0.0,51.0
mcmc-jags.csv,0.0,18.0,1.0,51.0,5.0,0.0,28.0,10.0,0.0,0.0,4.0,33.0,0.0,1.0,2.0,0.0,0.0,53.0
micomt.csv,0.0,29.0,0.0,9.0,8.0,0.0,41.0,8.0,2.0,1.0,21.0,32.0,0.0,2.0,3.0,0.0,0.0,61.0
migen.csv,2.0,13.0,0.0,49.0,0.0,0.0,9.0,4.0,2.0,0.0,2.0,33.0,1.0,2.0,0.0,0.0,0.0,22.0
moviesandbox.csv,1.0,3.0,0.0,5.0,2.0,0.0,12.0,7.0,2.0,0.0,10.0,33.0,0.0,1.0,11.0,0.0,0.0,45.0
nebuladevice.csv,471.0,27.0,2.0,584.0,2.0,0.0,22.0,14.0,2.0,0.0,16.0,33.0,0.0,5.0,1.0,5.0,2.0,51.0
opengs.csv,5.0,10.0,0.0,46.0,3.0,0.0,20.0,4.0,2.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,0.0,32.0
openxava.csv,1.0,10.0,3.0,1.0,4.0,13.0,20.0,2.0,1.0,4.0,20.0,0.0,3.0,21.0,0.0,5.0,0.0,38.0
passwordsafe.csv,2.0,10.0,1.0,46.0,2.0,0.0,25.0,11.0,4.0,0.0,8.0,48.0,0.0,1.0,5.0,0.0,0.0,48.0
phonon-vlc-mplayer.csv,1.0,9.0,0.0,20.0,2.0,0.0,17.0,8.0,0.0,0.0,7.0,63.0,0.0,1.0,8.0,0.0,0.0,25.0
sepgsql.csv,1.0,7.0,0.0,5.0,0.0,0.0,7.0,5.0,5.0,0.0,4.0,3.0,1.0,1.0,4.0,0.0,0.0,31.0
tcl.csv,0.0,25.0,2.0,584.0,2.0,0.0,52.0,8.0,2.0,0.0,27.0,33.0,0.0,71.0,8.0,5.0,0.0,84.0
unflobtactical.csv,0.0,20.0,0.0,0.0,1.0,0.0,26.0,1.0,2.0,1.0,6.0,97.0,2.0,1.0,8.0,0.0,0.0,66.0
