,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.41,0.6,0.57,0.99
k3b.csv,0.28,0.98,0.48,0.57
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.15,0.91,0.24
thrust.csv,0.9,0.39,0.5,0.11
