,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.41,0.59,0.83,1.0
k3b.csv,0.24,0.98,0.43,0.57
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.12,0.89,0.2
thrust.csv,0.88,0.34,0.47,0.09
