,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.6,0.38,0.75,0.05
k3b.csv,0.23,0.04,0.18,0.45
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.08,0.01,0.05
thrust.csv,0.02,0.17,0.3,0.09
