,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.45,0.35,0.46,0.32,0.4,0.53,0.36,0.53,0.47,0.44,0.52,0.42,0.58,0.61,0.39,0.44,0.4,0.35,0.38,0.49
blogentis.csv,0.57,0.53,0.72,0.88,0.47,0.54,0.49,0.42,0.56,0.51,0.39,0.56,0.37,0.51,0.51,0.43,0.54,0.78,0.76,0.54
free-evolution.csv,0.74,0.32,0.49,0.45,0.55,0.47,0.4,0.38,0.41,0.53,0.37,0.44,0.3,0.46,0.55,0.4,0.38,0.8,0.37,0.69
gtad.csv,0.67,0.31,0.34,0.69,0.83,0.64,0.35,0.83,0.6,0.5,0.66,0.67,0.88,0.79,0.41,0.66,0.52,0.66,0.94,0.68
htmlunit.csv,0.48,0.3,0.34,0.41,0.58,0.86,0.44,0.83,0.56,0.44,0.45,0.58,0.5,0.49,0.47,0.44,0.55,0.79,0.48,0.57
ipfire-wall.csv,0.67,0.52,0.55,0.0,0.82,0.96,0.45,0.86,0.55,0.75,0.54,0.98,0.88,0.73,0.52,0.66,0.93,0.52,0.0,0.92
irplus.csv,0.32,0.33,0.33,0.34,0.43,0.51,0.44,0.38,0.8,0.67,0.35,0.48,0.88,0.55,0.32,0.39,0.48,0.42,0.56,0.42
jasperreports.csv,0.5,0.32,0.52,0.4,0.44,0.94,0.87,0.55,0.64,0.78,0.36,0.63,0.33,0.42,0.4,0.7,0.52,0.66,0.51,0.5
jaxlib.csv,0.92,0.88,0.89,0.42,0.83,0.62,0.53,0.86,0.7,0.41,0.76,0.78,0.75,0.64,0.46,0.93,0.5,0.66,0.97,0.46
jvcl.csv,0.6,0.92,0.75,0.65,0.73,0.96,0.49,0.67,0.5,0.71,0.98,0.63,0.62,0.95,0.6,0.52,0.9,0.53,0.63,0.94
kaffeine.csv,0.34,0.92,0.36,0.3,0.36,0.44,0.35,0.39,0.4,0.41,0.34,0.4,0.29,0.46,0.36,0.41,0.41,0.27,0.43,0.44
m-m-m.csv,0.48,0.81,0.48,0.37,0.59,0.48,0.42,0.76,0.44,0.38,0.46,0.45,0.36,0.49,0.44,0.56,0.5,0.57,0.62,0.55
myfaces.csv,0.44,0.37,0.49,0.38,0.67,0.52,0.37,0.47,0.39,0.71,0.51,0.57,0.36,0.94,0.45,0.4,0.4,0.33,0.73,0.55
nh3d.csv,0.34,0.47,0.83,0.0,0.4,0.41,0.38,0.56,0.37,0.37,0.96,0.42,0.39,0.37,0.36,0.49,0.33,0.55,0.45,0.45
poormans.csv,0.0,0.88,0.83,0.93,0.67,0.9,0.9,0.6,0.43,0.67,0.84,0.49,0.28,0.9,0.0,0.54,0.83,0.96,0.48,0.0
sarasvati.csv,0.44,0.92,0.48,0.44,0.83,0.67,0.57,0.6,0.65,0.63,0.58,0.58,0.57,0.6,0.52,0.52,0.5,0.41,0.94,0.59
smartgwt.csv,0.37,0.32,0.39,0.56,0.42,0.75,0.56,0.6,0.67,0.86,0.41,0.68,0.75,0.51,0.38,0.62,0.82,0.37,0.57,0.43
taokgame.csv,0.71,0.0,0.0,0.59,0.67,0.97,0.94,0.8,0.95,0.83,0.96,0.71,0.83,0.66,0.42,0.92,0.93,0.99,0.58,0.92
wgs-assembler.csv,0.61,0.5,0.5,0.51,0.53,0.42,0.42,0.5,0.95,0.38,0.63,0.46,0.38,0.41,0.48,0.57,0.45,0.89,0.52,0.51
