,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.78,0.79,0.41,0.57,0.83,0.37,0.64,0.49,0.47,0.35,0.71,0.89,0.31,0.55,0.41,0.15,0.48,0.61
betoffice.csv,0.64,0.76,0.26,0.5,0.8,0.4,0.7,0.59,0.2,0.91,0.58,0.88,0.18,0.67,0.47,0.22,0.41,0.72
bionote.csv,0.48,0.85,0.1,0.23,0.41,0.14,0.24,0.43,0.25,0.45,0.26,0.84,0.56,0.61,0.33,0.07,0.43,0.57
bnetd.csv,0.86,0.9,0.36,0.41,0.61,0.42,0.55,0.67,0.45,0.59,0.7,0.95,0.27,0.74,0.42,0.16,0.43,0.76
elvishrayrenderer.csv,0.59,0.75,0.0,0.57,0.76,0.64,0.2,0.08,0.22,0.75,0.4,0.63,0.45,0.67,0.37,0.07,0.62,0.76
emisview.csv,0.34,0.0,0.39,0.4,0.55,0.51,0.32,0.28,0.54,0.0,0.54,0.54,0.37,0.37,0.25,0.13,0.52,0.06
findbugs.csv,0.72,0.8,0.37,0.29,0.76,0.36,0.54,0.51,0.5,0.29,0.62,0.49,0.27,0.62,0.56,0.17,0.34,0.64
hazelcast.csv,0.78,0.75,0.55,0.48,0.96,0.48,0.64,0.53,0.43,0.68,0.54,0.89,0.29,0.73,0.46,0.2,0.54,0.6
jitterbit.csv,0.84,0.92,0.37,0.58,0.87,0.42,0.47,0.13,0.6,0.32,0.68,0.6,0.25,0.7,0.56,0.02,0.48,0.67
jppf-project.csv,0.68,0.58,0.3,0.27,0.78,0.27,0.64,0.61,0.29,0.69,0.46,0.87,0.26,0.54,0.49,0.09,0.39,0.53
kolmafia.csv,0.88,0.89,0.36,0.55,0.79,0.46,0.69,0.67,0.46,0.63,0.75,0.88,0.23,0.74,0.5,0.15,0.44,0.78
megasquirtavr.csv,0.88,0.9,0.53,0.5,0.91,0.46,0.75,0.62,0.44,0.94,0.69,0.92,0.22,0.64,0.56,0.15,0.48,0.71
qedo.csv,0.24,0.54,0.04,0.26,0.19,0.18,0.27,0.49,0.2,0.74,0.42,0.54,0.07,0.35,0.18,0.38,0.08,0.42
stajistics.csv,0.74,0.85,0.13,0.46,0.76,0.53,0.19,0.57,0.39,0.86,0.68,0.8,0.33,0.71,0.48,0.18,0.6,0.74
trackit.csv,0.19,0.02,0.15,0.3,0.43,0.29,0.66,0.04,0.33,0.57,0.42,0.31,0.25,0.26,0.36,0.17,0.26,0.25
wxlua.csv,0.47,0.78,0.28,0.43,0.35,0.3,0.53,0.04,0.38,0.94,0.66,0.59,0.19,0.46,0.44,0.15,0.25,0.64
x4x.csv,0.82,0.78,0.38,0.49,0.65,0.37,0.68,0.68,0.37,0.65,0.71,0.79,0.15,0.6,0.45,0.16,0.35,0.73
xharbour.csv,0.8,0.86,0.43,0.51,0.8,0.46,0.82,0.58,0.42,0.74,0.61,0.59,0.33,0.71,0.56,0.08,0.48,0.7
