,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.64,0.7,0.67,0.67,0.75,0.43,0.53,0.49,0.67,0.26,0.71,0.39,0.72,0.51,0.47,0.24,0.47,0.55
betoffice.csv,0.53,0.34,0.42,0.38,0.0,0.44,0.17,0.6,0.28,0.39,0.44,0.38,0.38,0.2,0.35,0.73,0.44,0.6
bionote.csv,0.38,0.72,0.06,0.21,0.29,0.11,0.18,0.43,0.21,0.35,0.18,0.37,0.87,0.59,0.35,0.17,0.44,0.5
bnetd.csv,0.3,0.0,0.35,0.45,0.47,0.47,0.47,0.0,0.63,0.46,0.67,0.0,0.64,0.71,0.45,0.21,0.24,0.48
elvishrayrenderer.csv,0.48,0.63,0.0,0.72,0.67,0.72,0.14,0.05,0.18,0.56,0.3,0.41,0.83,0.66,0.43,0.17,0.69,0.71
emisview.csv,0.27,0.0,0.49,0.37,0.43,0.62,0.24,0.23,0.61,0.0,0.48,0.39,0.64,0.34,0.21,0.11,0.54,0.04
findbugs.csv,0.28,0.69,0.62,0.31,0.55,0.49,0.48,0.51,0.68,0.2,0.52,0.37,0.65,0.55,0.62,0.6,0.43,0.58
hazelcast.csv,0.46,0.65,0.64,0.61,0.94,0.49,0.5,0.53,0.49,0.55,0.52,0.68,0.68,0.66,0.52,0.69,0.71,0.54
jitterbit.csv,0.0,0.69,0.53,0.74,0.69,0.57,0.38,0.11,0.69,0.22,0.24,0.47,0.56,0.64,0.65,0.06,0.64,0.61
jppf-project.csv,0.55,0.4,0.48,0.31,0.68,0.38,0.53,0.47,0.41,0.45,0.44,0.79,0.59,0.51,0.58,0.3,0.49,0.43
kolmafia.csv,0.3,0.67,0.05,0.69,0.69,0.24,0.51,0.0,0.63,0.46,0.76,0.77,0.41,0.73,0.31,0.3,0.57,0.69
megasquirtavr.csv,0.0,0.0,0.55,0.17,0.0,0.0,0.17,0.45,0.63,0.4,0.0,0.39,0.24,0.43,0.09,0.05,0.33,0.46
qedo.csv,0.17,0.17,0.06,0.3,0.13,0.16,0.23,0.46,0.28,0.48,0.39,0.42,0.14,0.33,0.17,0.81,0.09,0.35
stajistics.csv,0.28,0.2,0.12,0.32,0.67,0.65,0.14,0.57,0.56,0.56,0.65,0.52,0.74,0.13,0.43,0.58,0.72,0.24
trackit.csv,0.14,0.01,0.23,0.35,0.33,0.26,0.6,0.02,0.44,0.43,0.34,0.21,0.29,0.2,0.29,0.21,0.33,0.21
wxlua.csv,0.37,0.35,0.44,0.26,0.26,0.3,0.46,0.02,0.51,0.73,0.13,0.43,0.48,0.43,0.41,0.49,0.27,0.51
x4x.csv,0.74,0.54,0.64,0.62,0.41,0.5,0.45,0.54,0.5,0.52,0.71,0.36,0.39,0.53,0.48,0.27,0.47,0.36
xharbour.csv,0.0,0.8,0.68,0.64,0.71,0.57,0.63,0.55,0.58,0.55,0.45,0.43,0.75,0.7,0.53,0.3,0.58,0.61
