,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.65,0.94,0.57,0.65,0.92,0.88,0.72,0.86,0.62,0.67,0.61,0.42,0.88,0.93,0.88,0.95
betoffice.csv,0.86,0.55,0.88,0.93,0.67,0.93,0.86,0.59,0.78,0.69,0.89,0.94,0.67,0.88,0.74,0.85
bionote.csv,0.88,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.97,0.5,0.5,0.5,0.86,0.8,0.86,0.91
bnetd.csv,0.37,0.37,0.57,0.39,0.38,0.39,0.82,0.59,0.6,0.6,0.51,0.39,0.42,0.35,0.47,0.57
emisview.csv,0.67,0.0,0.74,0.57,0.6,0.65,0.92,0.95,0.95,0.75,0.0,0.57,0.77,0.56,0.57,0.97
findbugs.csv,0.61,0.46,0.62,0.75,0.64,0.6,0.66,0.5,0.64,0.56,0.57,0.91,0.5,0.84,0.64,0.7
hazelcast.csv,0.3,0.32,0.43,0.32,0.35,0.29,0.36,0.39,0.35,0.37,0.36,0.31,0.37,0.3,0.29,0.32
jitterbit.csv,0.52,0.44,0.63,0.91,0.59,0.65,0.8,0.9,0.74,0.97,0.59,0.83,0.58,0.72,0.72,0.98
jppf-project.csv,0.35,0.39,0.95,0.41,0.4,0.34,0.46,0.41,0.42,0.5,0.42,0.35,0.41,0.45,0.33,0.43
kolmafia.csv,0.31,0.3,0.56,0.34,0.33,0.38,0.43,0.47,0.52,0.5,0.5,0.35,0.42,0.44,0.38,0.34
megasquirtavr.csv,0.32,0.39,0.85,0.4,0.36,0.3,0.36,0.41,0.4,0.5,0.42,0.32,0.37,0.34,0.32,0.39
qedo.csv,0.67,0.8,0.0,0.75,0.86,0.75,0.83,0.88,0.99,0.68,0.67,0.9,0.92,0.93,0.92,0.95
trackit.csv,0.62,0.49,0.67,0.49,0.57,0.7,0.55,0.63,0.59,0.72,0.63,0.88,0.88,0.6,0.62,0.67
wxlua.csv,0.44,0.39,0.58,0.43,0.43,0.94,0.46,0.47,0.64,0.52,0.46,0.62,0.39,0.61,0.49,0.54
x4x.csv,0.4,0.45,0.91,0.47,0.49,0.4,0.53,0.48,0.64,0.81,0.6,0.39,0.43,0.35,0.45,0.56
xharbour.csv,0.34,0.39,0.49,0.37,0.36,0.37,0.4,0.4,0.36,0.51,0.41,0.4,0.37,0.36,0.33,0.37
