,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.77,0.82,0.86,0.09,0.78,0.81,0.55,0.88,0.56,0.97,0.72,0.86,0.76,0.82,0.86,0.87
betoffice.csv,0.86,0.73,0.75,0.95,0.74,0.85,0.91,0.02,0.69,0.6,0.77,0.92,0.98,0.85,0.79,0.91
bionote.csv,0.84,0.99,0.95,1.0,0.93,1.0,1.0,1.0,0.86,0.98,0.95,0.98,0.12,0.89,0.79,1.0
bnetd.csv,0.51,0.67,0.76,0.53,0.38,0.6,0.88,0.75,0.49,0.84,0.04,0.67,0.57,0.72,0.81,0.84
emisview.csv,0.69,1.0,0.66,0.55,0.67,0.0,0.74,0.79,0.67,0.97,1.0,0.83,0.65,0.65,0.87,0.97
findbugs.csv,0.85,0.56,1.02,0.71,0.97,0.65,0.74,0.77,0.66,0.78,0.72,0.76,0.63,0.71,0.0,0.63
hazelcast.csv,0.84,0.55,0.47,0.69,0.0,0.91,0.75,0.81,0.75,0.64,0.54,1.0,0.86,0.67,0.85,0.89
jitterbit.csv,0.67,0.38,0.89,0.74,0.72,0.6,0.9,0.95,0.06,0.85,0.67,0.95,0.46,0.74,0.67,1.03
jppf-project.csv,0.77,1.0,0.68,1.0,0.49,0.92,0.63,0.96,0.91,1.0,1.0,0.0,0.86,0.59,0.84,0.59
kolmafia.csv,0.59,0.56,0.61,0.49,0.29,0.59,0.85,0.79,0.61,0.75,0.57,0.5,0.55,0.04,0.72,0.67
megasquirtavr.csv,0.67,1.0,0.35,1.0,0.41,1.0,0.79,0.78,0.76,1.0,1.0,1.0,0.94,0.87,0.9,0.76
qedo.csv,0.93,1.03,1.0,0.96,0.87,1.0,0.97,0.89,0.93,0.49,0.98,0.91,0.9,0.88,0.92,0.0
trackit.csv,0.89,0.89,0.5,0.76,0.74,0.78,0.02,0.57,0.74,0.77,0.76,0.74,0.93,0.69,0.63,0.89
wxlua.csv,0.87,1.0,0.94,0.9,1.0,0.86,0.84,0.78,0.7,0.25,0.93,0.6,0.97,0.88,0.78,0.95
x4x.csv,0.0,0.97,0.81,0.64,0.93,0.59,0.79,0.77,0.82,0.77,0.75,0.79,0.74,0.64,0.85,1.05
xharbour.csv,1.0,0.05,0.6,0.77,0.6,0.8,0.87,0.88,0.91,0.64,0.95,0.68,1.0,0.85,0.91,0.81
