,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.36,1.0,0.0,0.22,0.32,0.47,0.65,0.32
bibedt.csv,0.5,0.23,0.54,1.0,0.44,0.29,0.19,0.14
customwars.csv,0.17,0.5,0.29,0.23,0.95,0.05,0.0,0.37
impala.csv,0.11,0.56,0.28,0.42,0.27,0.55,0.93,0.29
massiv.csv,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.98,0.3,0.53,0.61,0.39,0.37,0.4,0.36
quarkplusplus.csv,0.46,0.36,0.75,0.34,0.5,0.97,0.19,0.36
xinity.csv,0.52,0.0,0.29,0.12,0.33,0.43,0.51,1.0
