,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.58,0.16,0.6,0.61,0.62,0.54,0.68,0.62,0.63,0.11,1.0,0.53,0.49,0.91
awemud.csv,1.0,0.4,0.33,0.68,0.61,0.72,0.67,0.69,0.63,0.33,0.47,0.53,0.42,0.82
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0
cornerstone.csv,0.44,0.91,0.4,0.63,0.39,0.6,0.65,0.47,0.94,0.78,0.61,0.68,0.34,0.91
firebreath.csv,0.79,0.98,0.07,0.69,0.64,0.53,0.95,0.47,0.65,0.5,0.5,0.68,0.45,0.95
lsb.csv,0.54,0.98,0.67,0.55,0.64,0.63,0.48,0.41,0.82,0.67,0.37,0.53,0.64,0.91
maya-work-in-progress.csv,0.63,0.49,0.6,0.63,0.77,0.38,0.58,0.97,0.73,0.83,0.55,0.68,0.66,0.95
mia.csv,0.08,0.2,0.0,0.37,0.06,0.06,0.08,0.19,0.69,0.89,0.0,0.74,0.48,0.41
open-beos.csv,0.5,0.13,0.47,0.54,0.53,0.96,0.35,0.44,0.69,0.78,0.45,0.79,0.69,0.73
qgis.csv,0.68,0.58,0.6,0.99,0.72,0.61,0.62,0.72,0.67,0.83,0.5,0.74,0.43,0.82
rocrail.csv,0.22,0.02,0.0,0.21,0.2,0.14,0.13,0.03,0.12,0.17,0.11,0.05,0.06,1.0
rtb-team.csv,0.45,0.67,0.93,0.29,0.42,0.32,0.3,0.31,0.31,0.5,0.32,0.32,0.43,0.77
tradelink.csv,0.44,0.11,0.13,0.43,0.44,0.18,0.2,0.16,0.1,0.33,0.26,0.95,0.07,0.91
upp-mirror.csv,0.28,0.53,0.2,0.32,0.98,0.38,0.35,0.28,0.2,0.56,0.47,0.47,0.16,0.82
