,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.53,0.19,0.58,0.58,0.55,0.52,0.59,0.64,0.5,0.13,0.99,0.53,0.41,0.66
awemud.csv,1.0,0.39,0.37,0.63,0.61,0.65,0.67,0.64,0.58,0.37,0.5,0.54,0.48,0.77
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.13,1.0,0.0
cornerstone.csv,0.47,0.17,0.43,0.56,0.42,0.6,0.63,0.5,0.95,0.69,0.55,0.63,0.39,0.8
firebreath.csv,0.73,0.05,0.09,0.46,0.59,0.53,0.96,0.47,0.5,0.52,0.5,0.54,0.0,0.65
lsb.csv,0.56,0.98,0.55,0.56,0.6,0.61,0.49,0.45,0.52,0.61,0.4,0.54,0.49,0.75
maya-work-in-progress.csv,0.65,0.52,0.64,0.62,0.64,0.42,0.55,0.98,0.44,0.59,0.55,0.59,0.5,0.72
mia.csv,0.1,0.23,0.0,0.38,0.07,0.07,0.1,0.22,0.63,0.91,0.0,0.68,0.41,0.43
open-beos.csv,0.54,0.16,0.52,0.57,0.56,0.97,0.39,0.49,0.62,0.72,0.48,0.66,0.0,0.71
qgis.csv,0.65,0.6,0.61,0.99,0.7,0.62,0.61,0.74,0.55,0.57,0.49,0.65,0.49,0.69
rocrail.csv,0.26,0.02,0.0,0.25,0.24,0.17,0.16,0.04,0.15,0.2,0.13,0.06,0.07,1.0
rtb-team.csv,0.48,0.68,0.94,0.33,0.45,0.36,0.34,0.36,0.35,0.52,0.37,0.37,0.47,0.72
tradelink.csv,0.49,0.13,0.16,0.47,0.47,0.21,0.24,0.19,0.12,0.38,0.3,0.96,0.09,0.83
upp-mirror.csv,0.32,0.58,0.23,0.37,0.98,0.43,0.39,0.32,0.24,0.6,0.5,0.5,0.19,0.78
