,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.6,0.18,0.49,0.52,0.63,0.55,0.61,0.26,0.72,0.19,0.03,0.48,0.75,0.69
awemud.csv,0.0,0.66,0.27,0.52,0.41,0.54,0.32,0.49,0.57,0.25,0.34,0.39,0.0,0.39
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.97,0.0,1.0
cornerstone.csv,0.37,0.96,0.41,0.62,0.34,0.38,0.43,0.3,0.02,0.52,0.6,0.51,0.0,0.45
firebreath.csv,0.43,0.99,0.35,0.8,0.54,0.46,0.02,0.55,0.74,0.38,0.49,0.71,1.0,0.71
lsb.csv,0.33,0.0,0.68,0.41,0.51,0.44,0.46,0.21,0.79,0.55,0.4,0.42,0.75,0.56
maya-work-in-progress.csv,0.23,0.34,0.14,0.41,0.61,0.2,0.53,0.0,0.83,0.73,0.43,0.62,0.75,0.64
mia.csv,0.03,0.54,0.03,0.55,0.15,0.02,0.03,0.19,0.53,0.0,0.11,0.49,0.75,0.5
open-beos.csv,0.17,0.2,0.11,0.3,0.27,0.01,0.27,0.09,0.55,0.45,0.34,0.61,1.0,0.34
qgis.csv,0.43,0.29,0.32,0.0,0.37,0.35,0.44,0.19,0.68,0.75,0.54,0.56,0.0,0.57
rocrail.csv,0.0,0.0,0.03,0.05,0.1,0.03,0.08,0.0,0.04,0.11,0.09,0.03,0.0,0.0
rtb-team.csv,0.3,0.25,0.0,0.16,0.34,0.2,0.16,0.02,0.28,0.39,0.11,0.13,0.25,0.42
tradelink.csv,0.07,0.12,0.03,0.28,0.34,0.09,0.19,0.02,0.06,0.07,0.11,0.0,0.0,0.39
upp-mirror.csv,0.23,0.0,0.38,0.11,0.0,0.12,0.31,0.15,0.11,0.17,0.31,0.34,0.0,0.34
