,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,1.0,1.0,1.0,1.0
miranda-icq.csv,1.0,1.0,1.0,1.0
red5.csv,0.36,0.95,1.0,1.0
thrust.csv,0.93,0.48,1.0,1.0
