,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,71.0,63.0,201.0,343.0
miranda-icq.csv,71.0,63.0,201.0,343.0
red5.csv,0.0,1.0,4.0,0.0
thrust.csv,0.0,2.0,201.0,343.0
