,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.0,0.0,0.0,0.0
miranda-icq.csv,0.0,0.0,0.0,0.0
red5.csv,0.43,0.88,0.39,0.42
thrust.csv,0.67,0.86,0.0,0.0
