,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.0,0.0,0.0,0.0
miranda-icq.csv,0.0,0.0,0.0,0.0
red5.csv,0.81,0.06,1.0,1.0
thrust.csv,0.07,0.53,0.0,0.0
