,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.0,0.0,0.0,0.0
miranda-icq.csv,0.0,0.0,0.0,0.0
red5.csv,0.8,0.12,0.26,0.44
thrust.csv,1.0,0.64,0.0,0.0
