,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.93,0.88,0.66,0.55,0.84,0.79,0.17,0.99,0.9,0.91,0.97,0.96,0.89,0.93,1.04,0.85,0.6
amygdala.csv,0.57,0.58,0.67,0.57,0.74,0.96,1.01,0.77,0.77,0.45,0.77,0.79,0.71,0.79,1.34,0.73,0.69
chrysalis.csv,0.64,0.73,0.66,1.0,0.76,1.21,0.85,0.33,0.66,0.68,0.41,0.57,0.75,0.27,1.01,0.64,0.96
cme.csv,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.86,1.0,1.0,1.0,1.0,0.88,1.0,0.98,0.92,0.02
hydrate.csv,0.84,0.86,0.66,1.0,0.67,1.0,0.94,0.56,0.91,0.9,0.51,0.8,0.83,0.78,0.33,0.56,0.34
ivef-sdk.csv,0.76,0.52,0.6,0.7,0.76,0.0,0.97,0.91,0.82,0.95,1.0,1.11,0.89,0.87,1.06,0.97,0.67
jmri.csv,0.61,0.74,0.46,0.89,0.94,0.43,0.77,0.47,0.7,0.78,0.57,0.71,0.86,0.96,1.0,0.8,0.92
jython.csv,0.57,0.74,0.77,0.81,0.9,0.77,0.97,0.23,0.82,0.93,0.82,0.55,0.88,0.68,1.01,0.84,1.19
kdenlive.csv,0.46,0.58,0.61,1.0,0.62,0.54,0.75,0.99,0.77,0.77,0.68,0.74,0.68,0.55,0.5,0.69,0.6
opentibia.csv,0.59,0.28,0.65,0.77,0.66,0.93,0.87,0.75,0.98,0.79,0.64,0.78,0.97,0.87,0.47,0.76,1.02
projectfactory.csv,0.92,0.92,0.67,0.97,0.58,0.95,0.77,0.37,0.54,0.67,0.48,0.74,0.64,0.9,1.17,0.5,0.54
runuomondains.csv,0.47,0.56,0.73,1.09,0.73,1.02,0.88,0.28,0.98,0.77,0.2,0.51,0.96,0.71,0.33,0.72,0.85
somap.csv,0.93,0.93,0.83,0.85,0.79,1.08,0.83,1.0,0.85,0.94,0.94,0.15,0.95,0.87,0.33,1.0,0.81
taverna.csv,0.76,0.79,0.89,0.9,0.41,0.95,0.8,0.68,0.72,0.71,0.63,0.78,0.75,0.74,0.6,0.91,1.02
tigermud.csv,0.9,0.8,0.85,0.81,0.63,0.99,0.95,1.09,0.88,0.75,0.68,0.59,0.49,0.62,0.5,0.81,1.04
x-ray-mule.csv,0.8,0.8,0.9,0.37,0.73,1.0,0.95,0.95,0.81,0.58,1.0,0.71,0.73,0.95,1.28,0.94,0.63
