,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,1.0,33.0,0.0,3.0,12.0
amygdala.csv,2.0,0.0,5.0,0.0,2.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,18.0
chrysalis.csv,0.0,0.0,2.0,0.0,1.0,16.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,1.0,24.0
cme.csv,0.0,0.0,456.0,49.0,79.0,96.0,67.0,2.0,81.0,72.0,66.0,77.0,0.0,160.0,0.0,2.0,0.0
hydrate.csv,0.0,2.0,1.0,49.0,4.0,96.0,0.0,9.0,0.0,1.0,4.0,1.0,0.0,7.0,0.0,0.0,4.0
ivef-sdk.csv,1.0,0.0,18.0,1.0,2.0,0.0,9.0,0.0,2.0,4.0,66.0,0.0,0.0,57.0,0.0,1.0,27.0
jmri.csv,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,21.0
jython.csv,1.0,0.0,6.0,1.0,2.0,1.0,10.0,1.0,0.0,13.0,7.0,0.0,2.0,9.0,0.0,3.0,23.0
kdenlive.csv,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,6.0
opentibia.csv,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,3.0,56.0
projectfactory.csv,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,16.0,1.0,1.0,15.0
runuomondains.csv,0.0,0.0,2.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,2.0,19.0
somap.csv,3.0,2.0,2.0,0.0,0.0,1.0,8.0,1.0,0.0,2.0,9.0,0.0,0.0,29.0,0.0,3.0,16.0
taverna.csv,0.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,56.0
tigermud.csv,3.0,0.0,7.0,1.0,0.0,1.0,1.0,8.0,0.0,2.0,4.0,0.0,0.0,6.0,0.0,1.0,56.0
x-ray-mule.csv,2.0,0.0,18.0,0.0,2.0,96.0,6.0,1.0,1.0,1.0,66.0,0.0,0.0,38.0,0.0,0.0,9.0
