,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.51,0.83,0.51,0.73,0.33,0.71,0.9,0.13,0.8,0.41,0.11,1.0,0.8,0.07,0.98,0.61,0.12
amygdala.csv,0.73,0.95,0.58,0.78,0.33,1.0,0.13,0.71,0.48,0.69,0.15,0.91,0.62,0.17,0.86,0.82,0.1
chrysalis.csv,0.87,0.92,0.53,0.33,0.32,0.24,0.39,0.54,0.51,0.55,0.33,0.97,0.59,0.43,0.98,0.68,0.09
cme.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.56,0.0,1.0,0.6,0.83
hydrate.csv,0.55,0.83,0.51,0.0,0.39,0.0,1.0,0.37,0.36,0.67,0.2,0.94,0.86,0.35,1.0,0.72,0.22
ivef-sdk.csv,0.67,0.93,0.55,0.68,0.31,1.0,0.28,1.0,0.48,0.33,0.0,0.86,0.8,0.1,0.97,0.5,0.11
jmri.csv,0.88,0.96,0.65,0.45,0.16,1.0,0.44,0.43,0.54,0.6,0.2,0.93,0.83,0.33,0.98,0.62,0.09
jython.csv,0.73,0.86,0.62,0.62,0.21,0.73,0.48,0.45,0.78,0.36,0.13,0.97,0.5,0.38,0.98,0.59,0.02
kdenlive.csv,0.79,0.91,0.56,0.45,0.39,0.78,0.48,0.13,0.48,0.51,0.17,0.92,0.64,0.24,1.0,0.69,0.14
opentibia.csv,0.76,0.97,0.55,0.62,0.37,0.83,0.49,0.2,0.33,0.73,0.14,1.0,0.59,0.15,1.0,0.63,0.0
projectfactory.csv,0.86,1.0,0.51,0.33,0.45,0.57,0.44,0.28,0.59,0.6,0.2,0.95,0.71,0.13,0.96,0.75,0.13
runuomondains.csv,0.85,0.97,0.5,0.33,0.33,0.63,0.44,0.41,0.46,0.54,0.4,0.97,0.4,0.19,1.0,0.63,0.07
somap.csv,0.64,0.87,0.46,0.63,0.39,0.57,0.52,0.12,0.45,0.53,0.11,1.0,0.64,0.19,1.0,0.63,0.11
taverna.csv,0.94,0.95,0.47,0.42,0.58,0.45,0.41,0.58,0.47,0.63,0.38,1.0,0.61,0.17,1.0,1.0,0.0
tigermud.csv,0.54,0.85,0.45,0.56,0.41,0.25,0.29,0.06,0.38,0.49,0.16,0.94,0.78,0.22,1.0,0.64,0.0
x-ray-mule.csv,0.63,0.94,0.35,0.79,0.33,0.0,0.24,0.5,0.47,0.74,0.0,0.92,0.77,0.09,0.92,0.67,0.17
