,f1,g,recall,precision,pf,wins
algebsql.csv,0.45,0.4,0.54,0.61,0.72,3
amygdala.csv,0.41,0.41,0.37,0.69,0.28,12
chrysalis.csv,0.49,0.45,0.46,0.53,0.4,11
cme.csv,0.0,0.0,0.0,0.0,0.0,0
hydrate.csv,0.3,0.26,0.22,0.51,0.16,1
ivef-sdk.csv,0.4,0.33,0.56,0.55,0.51,4
jmri.csv,0.42,0.31,0.38,0.6,0.27,6
jython.csv,0.58,0.38,0.47,0.59,0.57,7
kdenlive.csv,0.57,0.56,0.67,0.51,0.53,15
opentibia.csv,0.37,0.31,0.44,0.59,0.21,9
projectfactory.csv,0.43,0.43,0.4,0.57,0.32,10
runuomondains.csv,0.57,0.52,0.67,0.46,0.58,13
somap.csv,0.67,0.43,0.94,0.53,0.87,14
taverna.csv,0.38,0.36,0.32,0.58,0.19,8
tigermud.csv,0.47,0.48,0.48,0.45,0.5,5
x-ray-mule.csv,0.34,0.28,0.24,0.5,0.22,2
