,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.7,0.7,0.49,0.56,0.62,0.86,0.65,0.4,0.57,0.42,0.53,0.72,0.5,0.77,0.74,0.69,0.54,0.77
aztec.csv,0.12,0.33,0.14,0.11,0.79,0.61,0.28,0.5,0.43,0.06,0.28,0.72,0.42,0.49,0.26,0.46,0.38,0.12
bibedt.csv,0.61,0.81,0.23,0.11,0.08,0.61,0.9,0.7,0.29,0.48,0.31,0.56,0.82,0.83,0.81,0.66,0.15,0.12
esmf.csv,0.64,0.59,0.39,0.67,0.5,0.93,0.52,1.0,0.57,0.97,0.47,0.4,0.86,0.27,0.81,0.35,0.92,0.27
irrlicht.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.0,1.0,1.0
jstock.csv,0.39,0.56,0.25,0.11,0.25,0.61,0.45,0.6,0.57,0.32,0.29,0.48,0.41,0.59,0.4,0.43,0.92,0.27
kowari.csv,0.61,0.19,0.39,0.44,1.0,0.79,0.45,1.0,0.71,0.32,0.42,0.48,0.62,0.36,0.94,0.31,0.77,0.35
lportal.csv,0.12,0.33,0.01,0.0,0.0,0.04,0.15,0.0,0.0,0.1,0.05,0.13,0.0,0.47,0.0,0.72,0.0,0.0
modellus.csv,0.85,0.67,0.28,0.11,0.25,0.54,0.57,0.2,0.57,0.48,0.48,0.77,0.75,0.64,0.3,0.79,0.31,0.38
open-data-kit.csv,0.24,0.96,0.33,0.56,0.5,0.82,0.8,0.8,0.71,0.35,0.68,0.88,0.75,0.84,0.85,0.95,0.85,0.46
pentahoanalysistool.csv,0.39,0.81,0.33,0.56,0.0,0.25,0.28,0.1,0.0,0.52,0.21,0.56,0.42,0.29,0.11,0.56,0.31,0.5
phet.csv,0.36,0.19,0.68,0.78,0.83,0.54,0.15,0.9,0.0,0.35,0.42,0.28,0.54,0.09,0.6,0.01,0.69,0.38
qtractor.csv,0.76,0.74,0.33,0.33,0.75,0.68,0.8,0.4,0.71,0.58,0.73,0.77,0.63,0.89,0.6,0.94,0.46,0.35
roller.csv,0.91,0.89,0.36,0.78,0.96,0.82,0.85,1.0,0.86,0.81,0.79,0.86,0.8,0.69,0.91,0.93,0.77,0.27
sumatrapdf.csv,0.94,0.93,0.96,0.44,0.42,0.82,1.0,0.8,1.0,0.71,0.84,0.92,0.82,1.0,0.68,1.0,0.92,1.0
synergyspace.csv,0.33,0.59,0.35,0.67,0.04,0.21,0.72,0.1,0.43,0.74,0.13,0.47,0.34,0.19,0.02,0.57,0.46,0.69
ultimairis.csv,0.06,0.93,0.97,0.56,0.21,0.71,0.98,0.0,0.86,0.97,0.82,0.95,0.67,0.41,0.57,1.0,0.23,0.81
voms.csv,0.61,0.81,0.57,0.89,0.08,0.43,0.9,0.1,1.0,0.74,0.38,0.62,0.39,0.89,0.23,0.99,0.23,0.42
