,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.88,0.61,0.93,0.98,0.93,0.95,0.92,0.86,0.53,0.97
flylegacy.csv,0.38,0.44,0.39,0.5,0.4,0.6,0.6,0.4,0.52,0.56
ftm.csv,0.61,0.8,0.41,0.64,0.62,0.59,0.68,0.43,0.54,0.45
jcache.csv,0.91,0.5,0.41,0.69,0.89,0.76,0.86,0.67,0.83,0.44
lphant.csv,0.38,0.62,0.33,0.44,0.4,0.59,0.62,0.5,0.48,0.36
minig.csv,0.4,0.67,0.42,0.4,0.37,0.58,0.51,0.41,0.44,0.42
mob-sen-plat.csv,0.69,0.4,0.76,0.95,0.95,0.44,0.59,0.48,0.75,0.9
raygina.csv,0.6,0.83,0.55,0.51,0.64,0.74,0.7,0.45,0.6,0.71
upp-mirror.csv,0.43,0.8,0.43,0.61,0.46,0.65,0.62,0.53,0.57,0.9
yarp.csv,0.8,0.9,0.79,0.99,0.89,0.9,0.67,0.0,0.94,0.91
