,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,1.0,6.0,1.0,0.0,4.0,0.0,0.0,5.0,5.0,1.0
flylegacy.csv,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
ftm.csv,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
jcache.csv,1.0,0.0,2.0,19.0,2.0,4.0,0.0,2.0,0.0,0.0
lphant.csv,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
minig.csv,1.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0
mob-sen-plat.csv,0.0,0.0,1.0,3.0,3.0,10.0,2.0,5.0,3.0,2.0
raygina.csv,1.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,0.0
upp-mirror.csv,4.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0
yarp.csv,67.0,1.0,2.0,2.0,0.0,1.0,0.0,54.0,5.0,0.0
