,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.63,0.54,0.61,0.7,0.71,0.62,0.95
ifmo-game-1.csv,0.8,0.0,0.0,0.86,0.5,0.5,0.88
knowledge.csv,0.4,0.44,0.43,0.43,0.49,0.34,0.39
pentahoanalysistool.csv,0.62,0.64,0.92,0.77,0.88,0.67,0.93
projecteqemu.csv,0.45,0.73,0.0,0.75,0.5,0.86,0.6
sumatrapdf.csv,0.47,0.5,0.81,0.59,0.64,0.68,0.43
voms.csv,0.93,0.89,0.93,0.93,0.89,0.92,0.67
