,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.53,0.48,0.93,0.43,0.33,0.29,0.28
ifmo-game-1.csv,0.08,0.0,0.0,1.0,0.0,0.0,0.22
knowledge.csv,1.0,0.56,0.51,1.0,0.89,0.97,0.94
pentahoanalysistool.csv,0.26,0.93,0.13,0.14,0.0,0.1,0.19
projecteqemu.csv,0.6,0.44,0.02,0.43,0.0,0.23,0.97
sumatrapdf.csv,0.79,0.7,0.13,0.43,0.44,0.9,0.81
voms.csv,0.21,0.11,0.09,0.14,1.0,0.19,0.0
