,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.19,0.45,0.31,0.15,0.27,0.97,0.06,0.45,0.16,0.11,0.13,0.16,0.23,0.26
bdbbasic.csv,0.55,0.64,0.69,0.44,0.36,0.7,0.31,0.6,0.89,0.6,0.68,0.5,0.49,0.59
echongl.csv,0.58,0.36,0.44,0.67,0.73,0.51,0.45,0.4,0.89,0.99,0.55,0.75,0.57,0.44
etherboot.csv,0.52,0.23,0.0,0.31,0.91,0.19,0.06,0.42,0.42,0.3,0.23,0.32,0.32,0.19
ffigo.csv,0.45,0.23,0.25,0.38,0.45,0.73,0.29,0.45,0.63,0.69,0.68,0.99,0.48,0.41
freebios.csv,0.74,0.68,0.56,0.51,0.55,0.54,0.98,0.6,0.63,0.48,0.51,0.72,0.63,0.56
gebr.csv,0.81,0.95,0.56,0.82,0.86,0.97,0.59,0.98,0.95,0.93,0.89,0.83,0.84,0.93
gnukeda.csv,0.52,0.82,0.94,0.95,0.82,0.92,0.41,0.54,0.53,0.67,0.4,0.58,0.25,0.93
gstreamer.csv,0.71,0.82,0.69,0.56,0.45,0.84,0.33,0.49,0.68,0.67,0.72,0.61,0.97,0.7
jnode.csv,0.13,0.14,1.0,0.18,0.14,0.0,0.02,0.27,0.0,0.02,0.02,0.0,0.02,0.07
metacosm.csv,0.35,0.5,0.5,0.28,0.14,0.73,0.31,0.15,0.21,0.27,0.28,0.38,0.3,0.96
openmeetings.csv,0.13,1.0,0.38,0.13,0.0,0.59,0.33,0.08,0.16,0.08,0.66,0.16,0.56,0.33
pgui.csv,0.48,0.41,0.06,0.33,0.23,0.3,0.06,0.24,0.37,0.16,1.0,0.08,0.09,0.19
wxcrp.csv,0.9,0.64,0.75,0.23,0.14,0.43,0.02,0.21,0.05,0.05,0.36,0.01,0.18,0.26
