,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.92,0.88,0.78,0.89,0.81,0.67,0.9,0.71,0.75,0.95,0.94,0.93,0.91,0.8
bdbbasic.csv,0.47,0.62,0.45,0.54,0.52,0.33,0.59,0.54,0.71,0.38,0.4,0.49,0.49,0.39
echongl.csv,0.49,0.8,0.62,0.52,0.57,0.66,0.56,0.74,0.47,0.36,0.68,0.43,0.49,0.72
etherboot.csv,0.6,0.89,0.97,0.82,0.85,0.83,0.88,0.76,0.82,0.78,0.97,0.73,0.72,0.91
ffigo.csv,0.51,0.94,0.68,0.6,0.58,0.37,0.64,0.53,0.52,0.37,0.47,0.46,0.5,0.56
freebios.csv,0.42,0.62,0.57,0.53,0.49,0.36,0.62,0.6,0.55,0.47,0.6,0.43,0.49,0.5
gebr.csv,0.43,0.35,0.43,0.46,0.4,0.46,0.44,0.47,0.4,0.3,0.41,0.4,0.38,0.4
gnukeda.csv,0.59,0.44,0.41,0.59,0.44,0.42,0.5,0.48,0.71,0.36,0.59,0.48,0.84,0.41
gstreamer.csv,0.4,0.39,0.45,0.45,0.53,0.34,0.56,0.45,0.44,0.35,0.4,0.42,0.45,0.39
jnode.csv,0.95,0.93,0.94,0.88,0.94,0.0,0.0,0.94,0.0,0.5,0.67,0.0,0.88,0.92
metacosm.csv,0.66,0.84,0.54,0.79,0.9,0.59,0.72,0.94,0.94,0.76,0.87,0.76,0.89,0.5
openmeetings.csv,0.75,0.95,0.98,0.83,0.75,0.49,0.72,0.88,0.89,0.94,0.49,0.96,0.47,0.62
pgui.csv,0.69,0.96,0.96,0.72,0.9,0.7,0.75,0.81,0.89,0.95,0.72,0.88,0.97,0.92
wxcrp.csv,0.64,0.57,0.54,0.82,0.82,0.41,0.0,0.67,0.5,0.83,0.75,0.5,0.98,0.93
