,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.08,0.15,0.46,0.96,0.36,0.05,0.5,0.54,0.44,0.43,0.64,0.42,0.67,0.36,0.5,0.53,0.65,0.42,0.8,0.36
bibletime.csv,0.56,0.5,0.85,0.81,0.76,0.55,0.8,0.86,0.98,1.0,0.83,0.89,0.83,0.79,0.67,1.0,0.65,0.64,0.8,0.94
critterding.csv,0.88,0.97,0.77,0.63,0.47,0.69,0.65,0.59,0.68,0.72,0.78,0.65,0.83,1.0,0.67,0.59,0.67,0.56,0.8,0.74
etics.csv,0.36,0.26,0.92,0.22,0.23,0.29,0.05,0.32,0.32,0.45,0.44,0.29,0.5,0.5,0.33,0.2,0.35,0.42,0.8,0.68
fmri-dmt.csv,0.18,0.03,0.0,0.03,0.05,0.12,0.0,0.02,0.11,0.02,0.03,0.07,0.0,0.0,0.83,0.05,0.04,0.14,0.4,0.02
genecys.csv,0.8,0.88,0.92,0.75,0.87,0.83,0.4,0.98,0.98,0.91,0.64,0.89,1.0,0.93,0.83,0.76,0.77,0.75,1.0,0.91
genoviz.csv,0.01,0.06,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.11,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0
kftpgrabber.csv,0.34,0.5,0.54,0.19,0.15,0.52,0.2,0.27,0.39,0.19,0.36,0.15,1.0,0.21,0.5,0.21,0.26,0.44,0.8,0.27
kvs.csv,0.48,0.38,0.38,0.19,0.12,0.36,0.9,0.27,0.21,0.51,0.44,0.22,0.33,0.21,0.67,0.08,0.19,0.22,0.4,0.26
mcore3d.csv,0.67,0.56,0.77,0.63,1.0,0.74,0.55,0.5,0.81,0.7,0.56,0.6,0.57,0.36,1.0,0.59,0.51,0.53,0.6,0.64
miranda.csv,0.34,0.24,0.31,0.2,0.15,0.4,0.2,0.28,0.32,0.17,0.25,0.29,0.27,0.71,0.17,0.26,0.25,0.36,0.4,1.0
modplug.csv,0.72,0.91,0.77,0.75,0.7,0.81,0.4,0.81,0.97,0.85,0.97,1.0,0.8,0.93,0.5,0.76,0.77,0.75,1.0,0.9
monetdb.csv,0.45,0.5,0.46,0.33,0.31,0.48,0.2,0.55,0.5,0.91,0.67,0.4,0.5,0.21,0.17,0.32,0.39,0.39,0.8,0.48
netatalk.csv,0.24,0.35,0.31,0.25,0.12,0.24,0.3,0.32,0.48,0.49,0.36,0.33,0.37,1.0,0.33,0.11,0.39,0.31,0.8,0.39
ogrehg.csv,0.34,0.35,0.54,0.37,0.29,0.52,0.25,0.96,0.77,0.55,0.64,0.56,0.47,0.57,0.33,0.36,0.35,0.58,0.8,0.45
passwordsafe.csv,0.48,0.44,0.69,0.43,0.59,0.57,0.3,0.51,0.82,0.57,0.89,0.6,0.67,0.43,0.5,0.44,0.98,0.56,1.0,0.54
projecteqemu.csv,0.26,0.41,0.38,0.33,0.35,0.29,0.1,0.37,0.48,0.34,0.97,0.31,0.5,0.36,0.33,0.5,0.39,0.44,0.6,0.54
reactos-mirror.csv,0.96,0.68,0.77,0.73,0.5,0.62,0.6,0.67,0.66,0.49,0.83,0.58,0.83,0.86,0.5,0.67,0.58,0.61,0.4,0.7
xbplayer.csv,0.24,0.35,0.15,0.24,0.2,0.98,0.25,0.27,0.19,0.23,0.28,0.31,0.53,0.43,0.33,0.12,0.21,0.33,0.6,0.34
xmoto.csv,0.75,0.71,0.69,0.61,0.55,0.95,0.55,0.61,0.61,0.66,0.81,0.67,0.83,1.0,0.67,0.44,0.54,0.94,1.0,0.71
