,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.0,14.0,0.0,54.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,12.0,0.0
avifile.csv,0.0,3.0,0.0,101.0,0.0,0.0,3.0,4.0,33.0,1.0,6.0,9.0,0.0
baadengine.csv,0.0,3.0,0.0,64.0,0.0,0.0,11.0,0.0,0.0,5.0,8.0,8.0,0.0
gdis.csv,0.0,3.0,0.0,101.0,1.0,1.0,7.0,5.0,0.0,8.0,3.0,8.0,1.0
gogoego.csv,1.0,69.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,14.0,4.0,4.0,0.0
impala.csv,7.0,2.0,0.0,29.0,4.0,3.0,7.0,4.0,0.0,11.0,2.0,4.0,1.0
jgameai.csv,20.0,69.0,0.0,101.0,0.0,2.0,9.0,1.0,8.0,2.0,0.0,207.0,0.0
jhotdraw.csv,0.0,3.0,0.0,53.0,4.0,0.0,97.0,5.0,2.0,8.0,2.0,8.0,0.0
patterntesting.csv,1.0,2.0,0.0,79.0,4.0,0.0,11.0,5.0,0.0,0.0,11.0,2.0,0.0
pokeglobal.csv,1.0,0.0,0.0,17.0,1.0,7.0,10.0,4.0,0.0,8.0,8.0,8.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,8.0,7.0,0.0
zealos.csv,0.0,2.0,0.0,101.0,0.0,3.0,5.0,1.0,0.0,6.0,8.0,6.0,0.0
