,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.3,0.46,0.0,0.65,0.34,0.38,0.26,0.21,0.09,0.4,0.27,0.26,0.0
avifile.csv,0.16,0.17,0.0,0.39,0.07,0.25,0.06,0.32,0.41,0.19,0.33,0.26,0.92
baadengine.csv,0.17,0.91,0.75,0.8,0.28,0.46,1.0,0.87,1.0,0.57,1.0,0.99,1.0
gdis.csv,0.41,0.37,0.75,0.67,0.62,0.33,0.78,0.79,0.67,1.0,0.31,0.61,0.08
gogoego.csv,0.15,0.42,0.5,0.31,0.41,0.57,0.37,0.26,0.51,0.77,0.73,0.64,0.31
impala.csv,0.13,0.62,0.0,0.37,0.79,0.65,0.31,0.62,0.56,0.32,0.11,0.27,0.08
jgameai.csv,0.13,0.08,0.0,0.04,0.14,0.32,0.31,0.12,0.14,0.11,0.04,0.04,0.69
jhotdraw.csv,0.79,0.74,0.75,0.58,0.97,0.73,0.0,0.94,0.17,0.81,0.35,0.49,0.46
patterntesting.csv,1.0,0.97,1.0,0.96,0.93,0.98,0.99,0.96,0.88,0.15,0.98,0.8,0.92
pokeglobal.csv,0.6,0.69,1.0,0.28,0.28,0.4,0.81,0.37,0.89,0.98,0.93,0.82,0.15
werx.csv,0.99,0.86,0.0,1.0,0.97,0.98,1.0,0.95,1.0,1.0,0.96,0.96,1.0
zealos.csv,0.23,0.37,0.5,0.38,0.03,0.46,0.29,0.53,0.54,0.51,0.84,0.26,0.31
