,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.73,0.92,0.96,0.65,0.6,0.6,0.48,0.64,0.89,0.47,0.44,0.96,0.82
avifile.csv,0.92,0.17,0.94,1.07,0.88,0.7,0.94,0.69,0.71,0.54,0.73,0.8,0.92
baadengine.csv,0.3,0.93,1.03,0.8,0.54,0.74,1.0,0.87,1.0,0.6,1.0,0.99,1.0
gdis.csv,0.56,0.88,0.86,1.21,0.69,0.63,0.78,0.83,0.73,1.0,0.68,0.78,0.19
gogoego.csv,0.81,1.08,0.9,0.31,0.59,0.76,0.44,0.57,0.74,0.78,0.73,0.78,0.43
impala.csv,0.94,0.65,0.84,0.37,0.83,0.74,0.77,0.79,0.77,0.99,0.92,0.48,0.88
jgameai.csv,0.97,1.0,0.96,1.0,0.86,0.59,0.95,0.92,0.93,0.87,0.87,1.0,0.95
jhotdraw.csv,0.81,0.77,0.75,0.58,0.97,0.76,1.0,0.95,0.42,0.92,0.52,0.81,0.65
patterntesting.csv,1.0,0.97,1.0,0.96,0.93,0.98,0.99,0.97,0.89,0.4,0.98,0.84,0.93
pokeglobal.csv,0.74,0.92,1.0,0.28,0.4,0.76,0.81,0.69,0.9,0.98,0.96,0.82,0.84
werx.csv,0.99,0.86,0.03,1.0,0.97,0.98,1.0,0.96,1.0,1.0,0.97,0.96,1.0
zealos.csv,0.52,0.7,0.53,1.07,0.81,0.55,0.42,0.69,0.63,0.58,0.85,0.88,0.49
