,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.85,0.57,0.46,0.33,0.36
encog-java.csv,0.25,0.04,0.02,0.04,0.12
h2database.csv,0.28,0.24,0.13,0.32,0.07
jaql.csv,0.35,0.22,0.19,0.24,0.21
raven-monitoring.csv,0.52,0.6,0.25,0.31,0.26
