,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,57.0,39.0,0.0,2.0,0.0
encog-java.csv,5.0,3.0,1.0,0.0,0.0
h2database.csv,8.0,1.0,4.0,4.0,0.0
jaql.csv,9.0,2.0,0.0,3.0,0.0
raven-monitoring.csv,29.0,57.0,0.0,1.0,21.0
