,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,6.0,21.0,1.0,2.0,14.0,11.0,11.0,8.0,0.0
carabiner.csv,5.0,1.0,0.0,0.0,14.0,9.0,11.0,0.0,2.0
dvt.csv,1.0,0.0,3.0,0.0,25.0,4.0,77.0,1.0,1.0
flylinkdc.csv,0.0,4.0,2.0,0.0,0.0,3.0,3.0,3.0,0.0
jsr308-langtools.csv,17.0,3.0,2.0,0.0,4.0,0.0,14.0,0.0,0.0
rtb-team.csv,1.0,1.0,0.0,0.0,3.0,0.0,77.0,5.0,0.0
stemkit.csv,0.0,0.0,0.0,0.0,2.0,0.0,0.0,72.0,0.0
unimrcp.csv,0.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0
utgb.csv,4.0,20.0,0.0,0.0,8.0,2.0,3.0,2.0,0.0
