,logicmail.csv,mclient-mume.csv,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv,codesmith.csv,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv,emono.csv,thedata.csv,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv,javaprofiler.csv,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv,autofac.csv,mycila.csv,azureus.csv,octet.csv
calcubetimer.csv,0.35,0.11,0.99,0.29,0.39,1.0,0.23,0.46,0.26,0.41,0.53,0.06,0.34,0.74,0.39,0.03,0.42,0.71,0.65,0.17,1.0,0.38,0.6,0.87,0.59,0.35,0.1,0.06,0.85,0.12,0.0,0.39,1.0,0.4,1.0,0.83,0.21,0.39,0.23,0.62,0.6,1.0,0.11,0.36,0.29,0.04,0.02,1.0,0.12,0.6,0.33,0.45,0.9,0.28,0.11,0.29,0.96,0.29,0.05,0.37,0.14,0.71,0.05,0.07,0.71,0.44,0.45,0.25,0.78,0.13,0.78,0.12,0.9,0.18,0.41,0.04,0.31,0.1,0.6,0.37,0.75,0.12,0.56,0.09,0.31,1.0,0.16
chaperon.csv,0.2,0.11,0.69,0.35,0.37,0.0,0.27,0.28,0.15,0.55,0.37,0.09,0.26,0.6,0.26,0.43,0.32,0.16,0.35,0.38,0.71,0.54,0.47,0.25,0.41,0.38,0.26,0.12,0.4,0.08,0.25,0.34,0.0,0.45,0.81,0.21,0.18,0.15,0.27,0.22,0.21,0.28,0.31,0.18,0.18,0.5,0.27,0.62,0.23,0.1,0.03,0.24,0.43,0.27,0.19,0.39,0.32,0.29,0.48,0.13,0.52,0.29,0.31,0.33,0.1,0.39,0.25,0.05,0.24,0.87,0.33,0.05,0.27,0.33,0.17,0.15,0.42,0.27,0.32,0.42,0.52,0.4,0.24,0.48,0.24,0.45,0.06
chrysalis.csv,0.4,0.15,0.35,0.16,0.78,0.33,0.26,0.65,0.22,0.34,0.29,0.51,0.45,0.29,0.43,0.29,0.15,0.47,0.12,0.25,0.71,0.62,0.5,0.13,0.34,0.47,0.84,0.27,0.89,0.08,0.5,0.47,0.5,0.65,0.12,0.08,0.21,0.46,0.34,0.34,0.34,0.2,0.77,0.36,0.37,0.04,0.22,0.24,0.37,0.5,0.32,0.26,0.57,0.38,0.41,0.23,0.5,0.5,0.46,0.6,0.37,0.25,0.59,0.02,0.21,0.15,0.33,0.2,0.22,0.73,0.2,0.36,0.37,0.27,0.11,0.04,0.14,0.1,0.59,0.24,0.42,0.36,0.15,0.27,0.19,0.45,0.35
codesmith.csv,0.0,0.78,0.24,0.69,0.59,0.0,0.32,0.28,0.57,0.24,0.45,0.18,0.63,0.4,0.7,0.57,0.71,0.0,0.27,0.71,0.57,0.11,0.37,0.7,0.41,0.29,0.71,0.81,0.32,0.15,0.5,0.7,0.5,0.0,0.12,0.46,0.11,0.15,0.03,0.12,0.47,0.56,0.34,0.02,0.09,0.13,0.88,0.59,0.23,0.5,0.21,0.08,0.16,0.16,0.35,0.85,0.48,0.29,0.16,0.1,0.7,0.48,0.02,0.69,0.24,0.02,0.57,0.5,0.56,0.63,0.27,0.69,0.66,0.55,0.09,0.41,0.33,0.57,0.17,0.66,0.53,0.52,0.74,0.09,0.12,0.59,0.0
coot.csv,0.95,0.48,0.52,0.51,0.5,1.0,0.66,0.56,0.83,0.7,0.55,0.96,0.92,0.26,0.69,0.6,0.3,0.76,0.21,0.58,0.43,0.76,0.9,0.19,0.78,0.47,0.73,0.88,0.77,0.81,0.75,0.74,0.5,0.75,0.06,0.44,0.68,0.98,0.93,0.53,0.87,0.8,0.27,0.8,0.7,0.02,0.68,0.3,0.7,0.9,0.95,0.86,0.8,0.88,0.92,0.65,0.56,0.69,0.54,0.95,0.48,0.29,0.84,0.6,0.87,0.41,0.59,0.8,0.59,0.37,0.57,0.72,0.33,0.43,0.89,0.74,0.61,0.76,0.63,0.66,0.4,0.4,0.35,0.36,0.76,0.7,1.0
cuberok.csv,0.6,0.48,0.53,0.55,0.65,1.0,0.45,0.74,0.54,0.29,0.32,0.56,0.34,0.66,0.48,0.29,0.24,0.55,0.88,0.5,0.43,0.49,0.57,0.96,0.47,0.44,0.53,0.5,0.45,0.54,0.0,0.36,0.0,0.78,0.94,0.6,0.29,0.34,0.79,0.56,0.4,0.8,0.61,0.44,0.65,0.5,0.49,0.46,0.23,0.2,0.73,0.49,0.38,0.72,0.5,0.32,0.34,0.56,0.07,0.77,0.27,0.74,0.93,0.83,0.74,0.2,0.47,0.15,0.49,0.5,0.63,0.4,1.0,0.39,0.21,0.67,0.25,0.73,0.59,0.79,0.36,0.52,0.24,0.64,0.93,0.42,0.31
dsworkbench.csv,0.6,0.59,0.16,0.43,0.11,0.67,0.31,0.37,0.13,0.23,0.24,0.09,0.32,0.66,0.2,0.4,0.15,0.36,0.19,0.38,0.29,0.35,0.1,0.23,0.41,0.09,0.15,0.03,0.48,0.46,0.75,0.28,0.5,0.32,0.19,0.17,0.21,0.2,0.23,0.34,0.18,0.16,0.4,0.71,0.36,0.09,0.51,0.35,0.49,0.4,0.1,0.12,0.4,0.18,0.14,0.23,0.52,0.38,0.38,0.13,0.37,0.5,0.26,0.29,0.1,0.61,0.29,0.2,0.22,0.23,0.28,0.21,0.7,0.61,0.11,0.04,0.42,0.04,0.57,0.5,0.59,0.64,0.52,0.18,0.14,0.2,0.14
dxengine.csv,0.95,0.11,0.03,0.27,0.09,0.67,0.47,0.13,0.77,0.52,0.26,0.24,0.24,0.11,0.4,0.23,0.7,0.26,0.06,0.38,0.0,0.08,0.9,0.13,0.03,0.32,0.07,0.42,0.63,0.52,0.25,0.2,0.0,0.05,0.0,0.1,0.43,0.46,0.23,0.28,0.33,0.52,0.18,0.53,0.4,0.28,0.37,0.41,0.44,0.6,0.37,0.19,0.28,0.24,0.21,0.0,0.04,0.31,0.34,0.33,0.18,0.19,0.23,0.4,0.47,0.34,0.27,0.65,0.15,0.8,0.13,0.57,0.01,0.22,0.29,0.59,0.5,0.39,0.13,0.34,0.25,0.48,0.11,0.06,0.21,0.17,0.63
e-bio-flow.csv,0.05,0.96,0.29,0.2,0.63,0.0,0.37,0.37,0.71,0.4,0.55,0.18,0.47,0.26,0.51,0.86,0.52,0.12,0.61,0.88,0.07,0.62,0.27,0.0,0.38,0.32,0.69,0.21,0.63,0.48,0.5,0.36,0.0,0.57,0.31,0.04,0.21,0.27,0.6,0.22,0.45,0.08,0.52,0.18,0.42,0.3,0.78,0.03,0.86,0.0,0.3,0.43,0.52,0.6,0.5,0.13,0.38,0.33,0.06,0.1,0.57,0.23,0.11,0.9,0.29,0.39,0.24,0.45,0.29,0.33,0.37,0.35,0.71,0.94,0.09,0.48,0.25,0.39,0.41,0.26,0.71,0.14,0.33,0.45,0.45,0.11,0.12
emono.csv,0.95,0.44,0.2,0.31,0.02,1.0,0.66,0.7,0.63,0.73,0.71,0.72,0.76,0.14,0.83,0.51,0.83,0.84,0.18,0.42,0.14,0.35,0.67,0.34,0.34,0.5,0.61,0.85,0.82,0.79,1.0,0.9,1.0,0.45,0.31,0.27,0.86,0.88,0.8,0.84,0.78,0.72,0.5,0.82,0.79,0.85,0.29,0.46,0.77,0.9,0.83,0.69,0.87,0.91,0.67,0.66,0.42,0.62,0.86,0.9,0.56,0.68,0.71,0.31,0.55,0.34,0.51,0.75,0.46,0.97,0.55,0.89,0.8,0.55,0.83,1.0,1.0,0.88,0.93,0.45,0.52,0.92,0.39,0.58,0.79,0.39,1.0
exist.csv,1.0,0.96,0.55,1.0,0.63,1.0,0.97,1.0,0.93,0.91,0.92,0.84,0.71,1.0,1.0,0.94,1.0,0.9,0.24,0.88,0.93,0.43,0.97,1.0,0.88,1.0,0.98,0.97,1.0,1.0,1.0,0.97,1.0,0.98,0.94,0.96,1.0,1.0,0.97,0.84,0.99,0.96,0.95,0.93,0.98,1.0,0.9,0.92,0.86,1.0,1.0,0.95,0.88,0.99,0.85,0.98,0.58,1.0,0.95,0.98,0.96,0.99,0.87,1.0,0.68,0.83,0.98,0.95,0.88,1.0,0.97,1.0,0.97,0.94,1.0,1.0,1.0,1.0,0.99,0.89,0.86,0.96,0.79,1.0,1.0,0.37,1.0
forester-atv.csv,0.0,0.07,0.75,0.02,0.17,0.0,0.18,0.26,0.09,0.07,0.21,0.03,0.03,0.63,0.29,0.0,0.26,0.02,0.13,0.12,0.86,0.65,0.1,0.06,0.0,0.09,0.23,0.09,0.03,0.04,0.0,0.22,0.5,0.25,0.62,0.04,0.21,0.05,0.0,0.47,0.05,0.48,0.29,0.02,0.24,0.33,0.02,0.14,0.16,0.4,0.03,0.15,0.09,0.15,0.04,0.11,0.38,0.08,0.45,0.0,0.06,0.42,0.07,0.07,0.0,0.44,0.0,0.0,0.05,0.0,0.3,0.17,0.51,0.04,0.06,0.0,0.03,0.13,0.34,0.13,0.51,0.48,0.03,0.3,0.31,0.68,0.02
freedom-erp.csv,0.5,0.0,0.47,0.0,0.09,0.67,0.06,0.17,0.07,0.23,0.0,0.09,0.18,0.2,0.02,0.03,0.0,0.14,0.01,0.04,0.43,0.32,0.43,0.0,0.03,0.03,0.01,0.0,0.52,0.08,0.25,0.02,0.0,0.2,0.5,0.0,0.32,0.22,0.09,0.47,0.07,0.04,0.03,0.62,0.14,0.26,0.0,0.0,0.0,0.3,0.13,0.06,0.34,0.31,0.1,0.03,0.1,0.12,0.04,0.23,0.0,0.11,0.1,0.02,0.16,0.07,0.0,0.1,0.02,0.0,0.0,0.01,0.39,0.06,0.02,0.11,0.0,0.01,0.41,0.11,0.25,0.04,0.09,0.06,0.12,0.2,0.29
freelords.csv,0.4,0.96,0.63,0.71,0.96,0.0,0.87,0.94,0.5,0.92,0.63,0.98,0.82,0.74,0.73,0.8,0.2,0.28,0.79,0.75,0.86,0.97,0.63,0.6,0.72,0.71,0.89,0.88,0.74,0.6,0.5,0.61,0.5,0.85,0.62,0.58,0.39,0.34,0.77,0.88,0.73,0.36,0.63,0.56,0.83,0.43,0.66,0.49,0.6,0.5,0.52,0.9,0.87,0.41,0.78,0.37,0.68,0.44,0.75,0.4,0.76,0.45,0.97,0.62,0.53,0.83,0.84,0.45,0.66,1.0,0.65,0.77,0.74,0.71,0.41,0.48,0.53,0.73,0.81,0.53,0.66,0.58,0.33,0.67,0.74,0.92,0.25
gabel.csv,0.35,0.15,0.23,0.2,0.28,0.67,0.21,0.15,0.25,0.11,0.13,0.2,0.08,0.2,0.17,0.2,0.14,0.34,0.19,0.0,0.07,0.27,0.27,0.23,0.41,0.03,0.23,0.18,0.25,0.33,0.25,0.14,0.0,0.48,0.38,0.12,0.14,0.24,0.54,0.09,0.23,0.4,0.27,0.02,0.34,0.0,0.27,0.14,0.07,0.1,0.57,0.1,0.38,0.24,0.27,0.13,0.1,0.31,0.0,0.22,0.11,0.28,0.21,0.17,0.55,0.02,0.22,0.05,0.29,0.1,0.27,0.23,0.24,0.24,0.02,0.26,0.06,0.24,0.17,0.47,0.18,0.22,0.12,0.03,0.45,0.14,0.24
geotools.csv,0.45,0.96,0.37,0.88,0.87,0.67,0.48,0.59,0.51,0.56,0.42,0.16,0.66,0.69,0.63,0.77,0.2,0.76,0.74,0.88,0.71,0.32,0.77,0.7,0.91,0.38,0.68,0.69,0.83,0.44,1.0,0.62,0.0,0.62,0.75,0.54,0.36,0.54,0.77,0.38,0.64,0.32,0.81,0.36,0.34,0.91,0.78,0.54,0.81,0.7,0.92,0.65,0.65,0.8,0.42,0.53,0.5,0.83,0.04,0.47,0.73,0.61,0.09,0.55,0.56,0.17,0.78,0.4,0.46,0.43,0.4,0.28,0.74,0.86,0.18,0.63,0.39,0.45,0.5,0.68,0.76,0.74,0.52,0.64,0.6,0.45,0.18
gephex.csv,1.0,0.63,0.28,0.78,0.85,0.67,0.55,0.39,0.55,0.76,0.58,0.5,0.37,0.71,0.54,0.6,0.17,1.0,0.64,0.67,0.07,0.3,0.43,0.94,1.0,0.74,0.5,0.27,0.94,0.81,1.0,0.78,0.0,0.57,1.0,0.85,0.39,0.49,0.71,0.38,0.63,0.84,0.6,0.98,0.59,0.65,0.29,0.95,0.88,0.4,0.56,0.58,0.66,0.59,0.6,0.97,0.64,0.81,0.55,0.93,0.54,0.79,0.48,0.98,0.97,0.59,0.9,0.65,0.95,0.93,0.95,0.51,0.39,0.84,0.59,0.26,0.53,0.4,0.43,0.79,0.46,0.36,0.92,0.91,0.45,0.25,0.86
google-collections.csv,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.97,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.97,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0
haggle.csv,0.25,0.04,0.24,0.24,0.28,0.0,0.35,0.43,0.16,0.16,0.42,0.12,0.05,0.26,0.37,0.03,0.2,0.14,0.58,0.5,0.29,0.38,0.43,0.06,0.44,0.12,0.27,0.12,0.26,0.33,0.0,0.38,0.0,0.62,0.31,0.04,0.36,0.12,0.61,0.03,0.32,0.28,0.13,0.13,0.31,0.22,0.61,0.32,0.16,0.1,0.52,0.1,0.35,0.29,0.34,0.21,0.38,0.38,0.08,0.18,0.45,0.29,0.13,0.1,0.66,0.37,0.39,0.15,0.37,0.2,0.07,0.63,0.04,0.27,0.17,0.56,0.11,0.27,0.18,0.76,0.27,0.2,0.33,0.06,0.57,0.47,0.16
icescrum.csv,0.95,0.22,0.31,0.14,0.15,0.67,0.34,0.5,0.13,0.36,0.34,0.3,0.24,0.29,0.42,0.4,0.39,0.53,0.19,0.21,0.43,0.43,0.9,0.28,0.19,0.06,0.32,0.11,0.31,0.65,0.5,0.47,0.0,0.65,0.56,0.15,0.32,0.49,0.41,0.38,0.46,0.4,0.37,0.62,0.51,0.22,0.39,0.51,0.56,0.4,0.48,0.27,0.61,0.49,0.49,0.29,0.32,0.75,0.54,0.43,0.28,0.31,0.49,0.36,0.16,0.66,0.31,0.2,0.29,1.0,0.38,0.59,0.57,0.41,0.23,0.59,0.42,0.42,0.57,0.21,0.6,0.56,0.33,0.21,0.5,0.32,0.39
ingex.csv,0.6,0.22,0.89,0.24,0.28,1.0,0.73,0.8,0.87,0.71,0.47,0.5,0.74,0.46,0.68,0.37,0.98,0.34,0.44,0.33,0.57,0.78,0.9,0.28,0.47,0.38,0.57,0.91,0.35,0.71,1.0,0.49,0.0,1.0,0.25,0.23,0.75,1.0,0.59,0.47,0.39,0.36,0.48,0.67,0.57,0.43,0.61,0.54,0.6,0.7,0.95,0.56,0.79,0.81,0.81,0.45,0.3,0.98,0.9,0.53,0.2,0.26,0.41,0.76,0.21,0.73,0.69,0.95,0.41,0.97,0.35,0.76,0.6,0.45,0.47,0.19,0.56,0.64,0.86,0.24,0.84,0.36,0.39,0.67,0.88,0.65,0.84
jahshaka.csv,0.85,0.22,0.4,0.2,0.59,0.0,0.53,0.74,0.61,0.62,0.71,0.69,0.26,0.29,0.61,0.51,0.24,0.41,0.64,0.17,0.21,0.57,0.47,0.34,0.81,0.62,0.28,0.25,0.49,0.25,0.25,0.62,0.5,0.78,0.06,0.19,0.43,0.54,0.53,0.12,0.5,0.6,0.45,0.93,0.65,0.04,0.29,0.19,0.67,0.0,0.33,0.68,0.8,0.63,0.34,0.68,0.52,0.46,0.57,0.88,0.49,0.39,0.94,0.29,0.58,0.61,0.45,0.4,0.44,0.27,0.67,0.25,0.69,0.29,0.76,0.04,0.56,0.46,0.6,0.45,0.49,0.52,0.35,0.48,0.36,0.37,0.86
jam-daq.csv,0.15,0.15,0.47,0.1,0.22,0.67,0.29,0.26,0.11,0.14,0.37,0.14,0.13,0.2,0.46,0.34,0.32,0.41,0.26,0.04,0.64,0.35,0.3,0.25,0.28,0.03,0.32,0.17,0.12,0.5,0.0,0.24,0.0,0.35,0.56,0.25,0.21,0.12,0.27,0.28,0.34,0.24,0.34,0.02,0.43,0.04,0.34,0.38,0.28,0.3,0.44,0.32,0.49,0.29,0.28,0.23,0.36,0.35,0.17,0.12,0.19,0.31,0.09,0.26,0.1,0.27,0.29,0.1,0.22,0.63,0.25,0.55,0.21,0.33,0.08,0.52,0.19,0.4,0.29,0.24,0.57,0.52,0.26,0.06,0.55,0.53,0.06
jas.csv,0.45,0.3,0.32,0.14,0.39,1.0,0.71,0.06,0.37,0.59,0.24,0.2,0.29,0.23,0.35,0.43,0.71,0.62,0.49,0.42,0.29,0.32,0.7,0.45,0.69,0.35,0.13,0.27,0.28,0.73,0.75,0.24,0.5,0.35,0.69,0.58,0.46,0.34,0.21,0.38,0.1,0.24,0.26,0.18,0.51,0.72,0.49,0.62,0.58,0.2,0.52,0.58,0.17,0.46,0.6,0.5,0.38,0.56,0.6,0.08,0.6,0.48,0.15,0.74,0.34,0.59,0.65,0.4,0.32,0.6,0.23,0.25,0.2,0.47,0.3,0.56,0.19,0.4,0.1,0.34,0.36,0.4,0.36,0.67,0.5,0.11,0.33
jatlas.csv,0.45,0.15,0.85,0.12,0.54,0.33,0.18,0.48,0.07,0.41,0.37,0.36,0.34,0.77,0.21,0.46,0.23,0.41,0.28,0.33,0.93,0.65,0.53,0.09,0.09,0.12,0.47,0.06,0.34,0.25,0.0,0.21,0.0,0.82,0.75,0.08,0.39,0.51,0.63,0.38,0.34,0.16,0.76,0.49,0.41,0.13,0.2,0.43,0.49,0.4,0.63,0.23,0.51,0.51,0.46,0.29,0.54,0.67,0.45,0.28,0.12,0.23,0.37,0.24,0.29,0.41,0.18,0.25,0.17,0.2,0.32,0.35,0.79,0.39,0.08,0.56,0.08,0.36,0.65,0.21,0.61,0.4,0.17,0.21,0.4,0.52,0.41
