,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.79,0.42,0.83,0.92,0.95,0.73,0.3,0.65,0.94,0.59,0.73,1.02,0.77,0.91,0.92,0.84,0.51,0.93,0.73,0.89
autofac.csv,0.6,0.94,0.31,0.61,0.7,0.54,0.83,0.61,0.69,0.68,0.77,0.74,0.54,0.73,0.92,0.59,0.58,0.72,0.53,0.62
azureus.csv,0.99,0.74,0.98,0.61,0.83,0.96,0.82,0.95,0.62,0.34,1.01,0.8,0.92,0.73,0.9,0.49,0.78,0.81,0.6,0.67
coot.csv,0.91,0.96,0.68,0.69,0.73,0.79,0.84,0.77,0.71,0.83,0.96,0.88,1.02,0.75,0.82,0.44,0.77,0.7,0.96,0.83
cuberok.csv,0.94,0.9,0.56,0.67,0.42,0.73,0.73,0.66,0.68,0.7,0.78,0.67,0.75,0.86,0.77,0.82,0.59,0.71,0.59,0.59
dsworkbench.csv,0.97,0.36,0.97,0.89,0.88,0.78,0.7,0.88,0.75,0.87,1.0,1.0,0.88,0.73,1.0,0.87,0.63,0.83,0.87,0.87
gabel.csv,0.58,0.71,0.72,0.67,0.63,0.6,0.77,0.31,0.65,0.64,0.75,1.0,0.94,0.82,0.96,0.7,0.6,0.8,0.77,0.87
gephex.csv,0.71,0.94,0.88,0.87,0.83,0.75,1.0,0.89,1.0,0.74,0.93,1.22,0.82,0.5,0.6,0.84,1.0,0.95,0.78,0.87
haggle.csv,0.49,0.62,0.72,0.5,0.95,0.61,0.92,0.6,0.8,0.7,0.72,1.04,0.61,0.76,0.87,0.62,0.83,0.64,0.77,0.87
icescrum.csv,0.56,0.54,0.85,0.65,0.61,0.68,0.62,0.63,0.66,0.52,0.47,1.04,0.72,0.69,1.05,0.65,0.19,0.78,0.59,0.63
javaprofiler.csv,0.7,0.95,0.64,0.95,0.81,0.69,0.89,0.7,0.96,0.85,0.64,0.89,0.44,0.84,0.61,0.78,0.95,0.89,0.6,0.47
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.96,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jgnash.csv,0.62,0.74,0.81,0.61,0.7,0.39,0.67,0.6,0.77,0.5,0.57,1.05,0.58,0.84,0.87,0.53,0.95,0.78,0.65,0.65
octet.csv,0.86,0.63,0.64,0.74,0.87,0.58,0.51,0.7,0.74,0.67,0.26,1.03,0.83,0.63,0.9,0.69,0.75,0.72,0.51,0.81
openefm.csv,0.42,0.8,0.85,0.62,0.69,0.69,0.64,0.95,0.82,0.72,0.75,0.68,0.83,0.64,0.87,0.77,0.63,0.71,0.9,0.73
rcp-company-uibindings.csv,0.76,0.77,0.62,0.59,0.66,0.62,0.71,0.71,0.63,0.59,0.87,1.0,0.65,0.71,0.91,0.62,0.67,0.67,0.18,0.77
servicestack.csv,0.97,0.83,0.64,0.99,1.0,0.76,0.9,1.0,1.0,0.9,0.86,1.0,0.4,1.0,0.95,1.0,0.84,1.0,0.91,0.99
synecdoche.csv,0.69,0.78,0.6,0.8,1.0,0.67,0.68,0.66,0.54,0.54,0.89,1.07,0.76,0.66,0.74,0.52,0.85,0.43,0.75,0.85
tmva.csv,0.99,0.83,0.95,0.74,0.58,0.85,0.83,0.93,0.4,0.91,0.93,1.25,0.98,0.77,0.71,0.81,0.92,0.68,1.0,0.96
wsmt.csv,0.77,0.83,0.82,0.92,1.0,0.81,0.93,0.99,0.97,0.93,0.88,0.76,0.91,0.91,0.26,0.95,1.01,1.0,0.65,0.63
