,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,2.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,77.0,3.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
bzbyte.csv,1.0,0.0,2.0,0.0,43.0,8.0,9.0,16.0,2.0,0.0,11.0,6.0,3.0,5.0,4.0,5.0,0.0,4.0,0.0,3.0
carabiner.csv,7.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,7.0,0.0,77.0,11.0,2.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0
chipster.csv,7.0,0.0,0.0,1.0,20.0,1.0,6.0,1.0,1.0,0.0,13.0,13.0,1.0,1.0,13.0,7.0,0.0,5.0,0.0,0.0
continuum-ide.csv,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,79.0,0.0,77.0,1.0,2.0,2.0,57.0,0.0,0.0,1.0,1.0,50.0
ctrlr.csv,2.0,0.0,4.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,57.0,1.0,0.0,2.0,55.0,1.0
galaxium.csv,16.0,0.0,4.0,4.0,16.0,9.0,0.0,6.0,79.0,0.0,77.0,0.0,78.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0
ingex.csv,1.0,2.0,7.0,0.0,7.0,4.0,3.0,29.0,2.0,0.0,14.0,3.0,0.0,3.0,57.0,1.0,1.0,7.0,0.0,0.0
itext.csv,10.0,3.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,12.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0
jgnash.csv,1.0,0.0,4.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,1.0
jppf-project.csv,1.0,2.0,13.0,1.0,64.0,12.0,9.0,22.0,2.0,0.0,11.0,7.0,3.0,10.0,4.0,7.0,0.0,7.0,0.0,3.0
jsr308-langtools.csv,5.0,0.0,0.0,0.0,6.0,0.0,10.0,2.0,6.0,0.0,6.0,4.0,0.0,0.0,4.0,2.0,0.0,4.0,1.0,0.0
lite.csv,13.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,0.0,77.0,3.0,0.0,2.0,57.0,0.0,0.0,72.0,2.0,0.0
octet.csv,1.0,2.0,9.0,1.0,29.0,10.0,7.0,22.0,2.0,0.0,13.0,4.0,3.0,9.0,0.0,4.0,4.0,13.0,0.0,0.0
owfs.csv,0.0,0.0,2.0,0.0,9.0,0.0,2.0,4.0,3.0,0.0,5.0,2.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0
sidekar.csv,2.0,2.0,7.0,0.0,17.0,2.0,2.0,13.0,8.0,0.0,16.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0
stemkit.csv,1.0,1.0,161.0,0.0,169.0,5.0,55.0,6.0,2.0,0.0,0.0,5.0,3.0,63.0,1.0,55.0,1.0,72.0,0.0,4.0
ta3d.csv,1.0,1.0,6.0,0.0,44.0,7.0,9.0,18.0,0.0,0.0,6.0,8.0,1.0,3.0,2.0,6.0,0.0,4.0,4.0,0.0
tigermud.csv,1.0,0.0,4.0,0.0,21.0,3.0,7.0,5.0,6.0,0.0,6.0,7.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
utgb.csv,1.0,0.0,9.0,0.0,14.0,0.0,1.0,5.0,1.0,0.0,10.0,8.0,7.0,1.0,9.0,2.0,0.0,7.0,1.0,1.0
