,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.83,0.67,0.85,0.71,0.58,0.84,0.86,0.86,0.61,0.46,0.96,0.79,0.86,0.95,0.67,0.89,0.83,0.97,0.9,0.74
blogentis.csv,0.85,0.46,0.83,0.38,0.65,0.96,0.71,0.46,0.68,0.83,0.49,0.76,0.61,0.79,0.57,0.55,0.76,0.73,0.88,0.75
free-evolution.csv,0.79,0.67,0.96,0.37,0.7,0.96,0.74,0.83,0.71,0.93,0.97,0.75,0.5,0.63,0.53,0.59,0.59,0.98,0.74,0.84
gtad.csv,0.5,0.92,0.94,0.83,0.0,0.8,0.75,0.5,0.5,0.0,0.96,0.91,0.5,0.67,0.0,0.93,0.67,0.67,0.83,0.0
htmlunit.csv,0.94,0.53,0.6,0.37,0.9,0.74,0.83,0.56,0.88,0.94,0.59,0.83,0.46,0.95,0.9,0.68,0.53,0.98,0.94,0.91
ipfire-wall.csv,0.93,0.54,0.6,0.75,0.73,0.95,0.62,0.75,0.57,0.86,0.75,0.64,0.89,0.63,0.56,0.72,0.78,0.5,0.93,0.92
irplus.csv,0.88,0.5,0.55,0.72,0.88,0.97,0.92,0.8,0.68,0.5,0.62,0.64,0.5,0.77,0.86,0.63,0.6,0.67,0.66,0.71
jasperreports.csv,0.5,0.75,0.0,0.0,0.0,0.95,0.88,0.0,0.0,0.83,0.75,0.88,0.0,0.83,0.0,0.96,0.75,0.0,0.5,0.0
jaxlib.csv,0.67,0.5,0.0,0.89,0.0,0.0,0.5,0.67,0.8,0.0,0.94,0.75,0.5,0.75,0.0,0.83,0.0,0.92,0.0,0.0
jvcl.csv,0.0,0.93,0.0,0.93,0.0,0.97,0.83,0.67,0.0,0.56,0.98,0.99,0.0,0.97,0.0,0.98,0.83,0.97,0.93,0.0
kaffeine.csv,0.35,0.32,0.51,0.31,0.41,0.4,0.37,0.51,0.38,0.37,0.35,0.4,0.29,0.33,0.36,0.43,0.33,0.54,0.39,0.45
m-m-m.csv,0.37,0.45,0.53,0.33,0.4,0.53,0.4,0.64,0.45,0.6,0.4,0.43,0.43,0.43,0.42,0.53,0.44,0.58,0.54,0.51
myfaces.csv,0.92,0.4,0.75,0.53,0.73,0.45,0.55,0.88,0.84,0.4,0.63,0.98,0.86,0.5,0.85,0.66,0.43,0.92,0.9,0.69
nh3d.csv,0.0,0.0,0.75,0.0,0.0,0.0,0.67,0.0,0.5,0.67,0.0,0.96,0.0,0.5,0.0,0.5,0.0,0.96,0.0,0.0
poormans.csv,0.86,0.4,0.55,0.59,0.83,0.62,0.65,0.42,0.56,0.83,0.47,0.59,0.41,0.8,0.86,0.59,0.59,0.95,0.7,0.94
sarasvati.csv,0.88,0.43,0.95,0.95,0.95,0.92,0.5,0.5,0.95,0.86,0.98,0.96,0.56,0.96,0.84,0.99,0.93,0.5,0.93,0.95
smartgwt.csv,0.45,0.32,0.76,0.34,0.42,0.8,0.86,0.7,0.58,0.94,0.44,0.68,0.47,0.69,0.4,0.62,0.5,0.57,0.69,0.49
taokgame.csv,0.86,0.0,0.0,0.92,0.0,0.96,0.88,0.67,0.9,0.4,0.95,0.98,0.5,0.92,0.86,0.99,0.9,0.97,0.97,0.93
wgs-assembler.csv,0.79,0.65,0.95,0.49,0.67,0.9,0.75,0.81,0.93,0.92,0.83,0.68,0.91,0.66,0.88,0.84,0.9,0.66,0.97,0.88
