,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.04,0.69,0.47,0.28,0.31,0.0,0.15,0.34,0.78,0.13,0.37,0.0,0.96,0.26,0.27,0.15,0.17,0.11,0.28
blogentis.csv,0.52,0.57,0.5,0.65,0.57,0.21,0.97,0.23,0.33,0.96,0.6,0.49,0.52,0.42,0.48,0.59,0.23,0.52,0.3,0.55
free-evolution.csv,0.0,0.49,0.0,0.57,0.34,0.31,0.41,0.12,0.59,0.95,0.27,0.48,0.0,0.41,0.61,0.33,0.49,0.12,0.48,0.95
gtad.csv,1.0,0.21,0.0,0.15,0.02,0.32,0.15,0.05,0.0,0.0,0.17,0.12,0.0,0.06,0.0,0.18,0.05,0.02,0.07,0.0
htmlunit.csv,0.0,0.48,0.52,0.69,0.19,0.39,0.38,0.17,0.34,0.0,0.95,0.37,0.0,0.23,0.07,0.75,0.63,0.35,0.3,0.18
ipfire-wall.csv,0.54,0.55,0.53,0.29,0.36,0.41,0.37,0.07,0.0,0.98,0.3,0.58,0.54,0.47,1.0,0.42,0.49,0.56,0.3,0.0
irplus.csv,0.0,0.04,0.29,0.42,0.17,0.21,0.2,0.21,0.34,0.0,0.43,0.49,0.52,0.22,0.2,0.67,1.0,0.56,0.64,0.31
jasperreports.csv,0.0,0.12,0.0,0.0,0.0,0.31,0.0,0.02,0.0,0.0,0.04,0.1,0.0,0.06,0.0,1.0,0.1,0.0,0.04,0.0
jaxlib.csv,0.55,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.0,0.07,0.02,1.0,0.12,0.0,0.05,0.05,0.09,0.0,0.0
jvcl.csv,0.0,0.12,0.0,0.9,0.02,0.11,0.1,0.07,0.0,0.0,0.11,0.14,0.0,0.22,0.0,0.31,0.1,0.21,0.25,0.0
kaffeine.csv,0.05,0.27,0.0,0.0,1.0,0.17,0.13,0.0,0.09,0.0,0.17,0.45,0.09,0.43,0.0,0.43,0.0,0.21,0.6,0.09
m-m-m.csv,0.3,0.55,0.61,0.28,0.77,0.59,0.44,0.98,0.38,0.89,0.29,0.17,0.81,0.46,0.63,0.67,0.65,0.17,0.47,0.67
myfaces.csv,0.0,0.48,0.0,0.47,0.42,0.28,0.5,0.14,0.24,0.0,0.53,0.93,0.0,0.42,0.26,0.55,0.44,0.04,0.28,0.43
nh3d.csv,0.0,0.0,1.0,0.0,0.02,0.11,0.05,0.0,0.24,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.04,0.0
poormans.csv,0.0,0.51,0.43,0.42,0.26,0.67,0.47,0.24,0.48,0.96,0.58,0.68,0.0,0.28,0.0,0.84,0.32,0.39,0.98,0.18
sarasvati.csv,0.55,0.52,0.0,0.35,0.23,1.0,0.05,0.05,0.34,0.91,0.27,0.36,0.53,0.22,0.13,0.27,0.19,0.01,0.43,0.21
smartgwt.csv,0.78,0.0,0.48,0.5,0.32,0.39,0.2,0.32,0.7,0.93,0.57,0.6,0.48,0.22,0.28,0.6,0.63,0.98,0.53,0.57
taokgame.csv,0.0,0.0,0.0,0.07,0.02,0.21,0.05,0.07,1.0,0.3,0.01,0.22,0.0,0.33,0.2,0.1,0.19,0.04,0.25,0.28
wgs-assembler.csv,0.54,0.96,0.29,0.51,0.07,0.58,0.46,0.36,0.24,0.95,0.37,0.49,0.0,0.51,0.26,0.51,0.14,0.47,0.28,0.25
