,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.08,0.03,0.47,0.31,0.0,0.18,0.1,0.1,0.3,0.59,0.07,0.19,0.15,0.0,0.22,0.22,0.07,0.09,0.05,0.14
blogentis.csv,0.35,0.6,0.51,0.64,0.36,0.16,0.01,0.3,0.43,0.18,0.23,0.17,0.35,0.23,0.57,0.35,0.27,0.04,0.2,0.46
free-evolution.csv,0.27,0.36,0.07,0.78,0.82,0.26,0.42,0.1,0.43,0.21,0.09,0.2,0.54,0.41,0.54,0.74,0.45,0.13,0.27,0.0
gtad.csv,0.0,0.09,0.05,0.03,0.0,0.01,0.01,0.0,0.02,0.0,0.06,0.02,0.04,0.02,0.0,0.02,0.05,0.0,0.03,0.01
htmlunit.csv,0.25,0.44,0.36,0.56,0.18,0.45,0.14,0.2,0.17,0.26,0.01,0.24,0.5,0.14,0.24,0.16,0.41,0.05,0.05,0.06
ipfire-wall.csv,0.2,0.41,0.34,0.33,0.0,0.11,0.35,0.1,0.37,0.1,0.28,0.34,0.17,0.31,0.0,0.2,0.16,0.26,0.05,0.11
irplus.csv,0.23,0.01,0.24,0.28,0.09,0.2,0.13,0.1,0.27,0.03,0.23,0.29,0.35,0.24,0.11,0.38,0.0,0.04,0.25,0.3
jasperreports.csv,0.03,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.1,0.01,0.01,0.0,0.05,0.0,0.0,0.05,0.0,0.01,0.0
jaxlib.csv,0.03,0.01,0.0,0.06,0.0,0.0,0.03,0.0,0.06,0.0,0.06,0.01,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.0
jvcl.csv,0.0,0.14,0.0,0.0,0.0,0.19,0.41,0.0,0.01,0.67,0.21,0.25,0.02,0.29,0.0,0.12,0.09,0.06,0.05,0.0
kaffeine.csv,0.99,0.93,1.0,1.0,0.0,0.96,0.97,1.0,0.98,1.0,0.96,0.86,0.98,0.86,1.0,0.87,1.0,0.95,0.77,0.98
m-m-m.csv,0.92,0.56,0.65,0.92,0.45,0.67,0.77,0.0,0.68,0.39,0.92,0.96,0.54,0.81,0.65,0.7,0.52,0.96,0.78,0.54
myfaces.csv,0.18,0.66,0.21,0.31,0.55,0.92,0.67,0.2,0.21,0.95,0.45,0.0,0.15,0.77,0.24,0.39,0.82,0.03,0.31,0.52
nh3d.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.08,0.0,0.01,0.03,0.0,0.02,0.08,0.0,0.0
poormans.csv,0.1,0.7,0.84,0.3,0.82,0.19,0.14,0.2,0.57,0.18,0.23,0.14,0.6,0.14,0.19,0.38,0.34,0.03,0.0,0.12
sarasvati.csv,0.1,0.61,0.06,0.22,0.73,0.01,0.01,0.0,0.2,0.34,0.17,0.03,0.31,0.21,0.46,0.23,0.25,0.0,0.02,0.12
smartgwt.csv,0.59,1.0,0.6,0.8,0.91,0.38,0.04,0.9,0.54,0.26,0.74,0.46,0.6,0.42,0.92,0.6,0.41,0.0,0.47,0.69
taokgame.csv,0.1,0.0,0.0,0.08,0.0,0.13,0.1,0.0,0.0,0.92,0.09,0.16,0.04,0.18,0.3,0.17,0.14,0.12,0.18,0.07
wgs-assembler.csv,0.18,0.0,0.05,0.45,0.0,0.28,0.2,0.0,0.16,0.2,0.16,0.38,0.23,0.29,0.11,0.16,0.16,0.23,0.22,0.17
