,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.33,0.44,0.45,0.62,0.59,0.71,0.63,0.39,0.6,0.42,0.73,0.6,0.53,0.42,0.49,0.46,0.22,0.44
cornerstone.csv,0.58,0.72,0.82,0.67,0.78,0.81,0.94,0.69,0.96,1.0,0.43,0.49,0.72,0.61,0.84,0.65,0.5,0.91
emeraldemu.csv,0.54,0.55,0.56,0.67,0.88,0.77,0.62,0.37,0.77,0.44,0.72,0.93,0.77,1.0,0.5,0.49,0.51,0.66
grafx2.csv,0.36,0.47,0.5,0.51,0.86,0.75,0.65,0.46,0.77,0.63,0.66,0.5,0.52,0.42,0.71,0.59,0.52,0.74
jahshakafx.csv,0.31,0.43,0.53,0.42,0.69,0.82,0.58,0.47,0.56,0.55,0.59,0.63,0.5,0.35,0.45,0.51,0.24,0.56
maya-work-in-progress.csv,0.73,0.68,0.59,0.44,0.56,0.59,0.73,0.61,0.73,0.21,0.96,0.47,0.58,0.35,0.41,0.72,0.63,0.67
novembre.csv,0.51,0.48,0.78,0.76,0.84,0.7,0.46,0.63,0.72,0.62,0.62,0.52,0.83,0.58,0.89,0.52,0.33,0.64
ns-3.csv,0.57,0.45,0.62,0.36,0.67,0.54,0.85,0.69,0.62,0.57,0.57,0.97,0.66,0.98,0.82,0.75,0.87,0.72
nullc.csv,0.73,0.93,0.98,0.95,0.29,0.61,0.54,0.55,0.61,0.79,0.76,0.55,0.64,0.64,0.4,0.69,0.35,0.35
open-beos.csv,0.39,0.45,0.4,0.51,0.61,0.63,0.62,0.6,0.47,0.72,0.68,0.83,0.68,0.48,0.43,0.49,0.53,0.51
pixel-commandos.csv,0.96,0.68,0.81,0.72,0.86,0.85,0.67,0.86,0.9,0.91,0.95,1.0,0.89,0.73,0.59,0.74,0.05,0.77
planeshift.csv,1.0,0.87,0.98,0.99,0.83,0.69,0.75,0.55,0.81,0.68,0.7,0.88,0.44,0.41,0.85,0.93,0.84,0.95
plee-the-bear.csv,0.34,0.63,0.34,0.96,0.75,0.65,0.6,0.8,0.66,0.35,0.74,0.64,0.68,0.65,0.76,0.58,0.64,0.74
reaper-ecad.csv,0.82,0.86,1.0,0.33,0.86,0.97,0.93,0.82,0.94,0.97,0.84,1.0,0.94,1.0,0.97,0.93,0.75,0.98
sbml.csv,0.41,0.45,0.59,0.6,0.67,0.57,0.82,0.77,0.51,0.58,0.58,0.68,0.64,0.52,0.37,0.44,0.69,0.81
unimrcp.csv,0.43,0.68,0.55,0.8,0.59,0.61,0.79,0.46,0.54,0.55,0.88,0.38,0.53,0.49,0.41,0.65,0.46,0.89
unladen-swallow.csv,0.83,0.61,0.6,0.96,0.84,0.69,0.71,0.7,0.69,0.66,0.8,0.46,0.68,0.6,0.86,0.55,0.61,0.88
zxing.csv,0.42,0.51,0.5,0.52,0.67,0.73,0.47,0.49,0.66,0.78,0.6,0.96,0.54,0.72,0.48,0.54,0.39,0.4
