,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.05,0.21,0.25,0.21,0.43,0.45,0.46,1.0,0.13
exordium.csv,0.95,0.05,0.27,0.46,0.53,0.12,0.58,0.77,0.49
flexpay.csv,0.37,0.32,0.39,0.57,0.88,0.58,0.23,0.23,0.07
mptvseries.csv,0.63,0.95,0.51,0.39,0.44,0.11,0.23,0.02,0.4
openmsx.csv,0.84,0.89,0.59,0.64,0.47,1.0,0.85,0.95,0.76
qtractor.csv,0.84,0.53,0.8,1.0,0.53,0.34,0.27,0.09,0.53
synergyspace.csv,0.05,0.05,0.16,0.11,0.1,0.05,0.88,0.0,0.11
tango-cs.csv,0.42,0.21,0.57,0.57,0.54,0.37,0.38,0.07,0.98
toped.csv,0.68,0.84,1.0,0.71,0.66,0.82,0.62,0.89,0.38
