,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.08,0.23,0.38,0.3,0.24,0.42,0.31,1.0,0.18
exordium.csv,0.97,0.1,0.41,0.54,0.32,0.2,0.29,0.85,0.44
flexpay.csv,0.29,0.29,0.51,0.58,0.93,0.47,0.22,0.35,0.12
mptvseries.csv,0.59,0.97,0.67,0.51,0.36,0.18,0.24,0.04,0.43
openmsx.csv,0.41,0.54,0.68,0.56,0.24,1.0,0.34,0.92,0.5
qtractor.csv,0.57,0.56,0.86,1.0,0.31,0.38,0.23,0.16,0.51
synergyspace.csv,0.07,0.1,0.26,0.19,0.14,0.08,0.94,0.0,0.19
tango-cs.csv,0.47,0.32,0.72,0.64,0.28,0.38,0.27,0.12,0.98
toped.csv,0.32,0.57,1.0,0.65,0.35,0.55,0.42,0.92,0.34
