,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,4.0,7.0,1.0,0.0,5.0,0.0,2.0,0.0,2.0
exordium.csv,0.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0
flexpay.csv,9.0,6.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0
mptvseries.csv,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
openmsx.csv,14.0,6.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0
qtractor.csv,5.0,0.0,0.0,0.0,2.0,4.0,8.0,1.0,0.0
synergyspace.csv,3.0,0.0,1.0,1.0,10.0,1.0,0.0,49.0,2.0
tango-cs.csv,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
toped.csv,12.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
